"hhid","plotnum","plot_value","maize_price","maize_value","output_kg_old","output_kg_new","maize_share","crop_count","beans","cash_crop","soil","soilq","erosion","slope","irrig","fallow","fallow_years","org","orgQ1","inorg1","inorg_type1","inorgQ1","voucher1","inorg_price1","inorg2","inorg_type2","inorgQ2","voucher2","inorg_price2","pest","pestQ","pestU","short_rain","short_rain_crop","owned","price_type1","price_type2","quantity_type1","quantity_type2","nitrogen_kg","phosphorous_kg","potassium_kg","nitrogen_price","nitrogen_unit_price","fam_lab_days","hir_lab_days","area_est","area_gps","area_gps_imputed","sex","age","hh_size","own_sh","rent_sh","y3_hhid","year"
"1001019004003101","M2",144500,361.25,144500,400,400,100,1,FALSE,FALSE,"LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,78,0,0.809372007846832,1.33141696453094,1.33141696453094,"male",43,7,27000,0,NA,2010
"1001019004003101","M3",108375,361.25,108375,300,300,100,1,FALSE,FALSE,"LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,126,0,0.607029020786285,NA,0.634223878383636,"male",43,7,27000,0,NA,2010
"1001019004004201","M3",444543.21,361.25,312120,864,1230.56943944637,70.2113974477307,2,FALSE,FALSE,"LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","SA",100,"NO",80000,"YES","UREA",50,"YES",20000,"NO",NA,NA,"NO",NA,"OWNED",80000,20000,21,23,44,0,0,48636.3636363636,1105.37190082645,172,8,2.42811608314514,2.76805233955383,2.76805233955383,"male",43,6,89000,NA,NA,2010
"1001019004004601","M1",18062.5,361.25,18062.5,50,50,100,1,FALSE,FALSE,"LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,137,0,0.202343001961708,0.145686969161034,0.145686969161034,"male",53,6,24000,NA,NA,2010
"1001019004004601","M3",163884.282051282,361.25,108375,300,453.658912252684,66.1289774977247,2,FALSE,FALSE,"LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",25,"YES",15000,"YES","SA",25,"YES",15000,"NO",NA,NA,"NO",NA,"OWNED",15000,15000,11.5,5.25,16.75,0,0,15000,895.522388059701,125,0,2.02343010902405,2.22172594070435,2.22172594070435,"male",53,6,24000,NA,NA,2010
"1001019004005501","M2",57800,361.25,57800,160,160,100,1,FALSE,FALSE,"CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","TSP",50,"NO",35000,"NO",NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",35000,0,0,0,0,10.028,0,NA,NA,28,3,0.404686003923416,0.238764733076096,0.238764733076096,"male",30,1,14000,NA,NA,2010
"1001019004012401","M1",385606.864615384,361.25,136552.5,378,1067.42384668619,35.4123623126371,3,FALSE,FALSE,"LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,89,0,2.02343010902405,2.4847719669342,2.4847719669342,"female",81,2,32000,NA,NA,2010
"1002007004001601","M1",28900,361.25,28900,80,80,100,1,FALSE,FALSE,"LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,88,0,0.404686003923416,0.364217400550842,0.364217400550842,"male",26,2,12000,NA,NA,2010
"1002007004004501","M1",130050,361.25,130050,360,360,100,1,FALSE,FALSE,"LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,99,0,0.809372007846832,0.206389859318733,0.206389859318733,"male",51,5,64000,NA,NA,2010
"1002007004004501","M3",230846.42,361.25,144500,400,639.02123183391,62.595729229849,2,FALSE,FALSE,"LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,99,0,0.809372007846832,1.15740191936493,1.15740191936493,"male",51,5,64000,NA,NA,2010
