"y2_hhid","plotnum","area_est","area_gps","area_gps_imputed"
"0103013301030001","M3",0.607029020786285,0.485623210668564,0.485623210668564
"0103013301032201","M1",0.809372007846832,1.57422852516174,1.57422852516174
"0103013301032201","M2",0.607029020786285,0.465388894081116,0.465388894081116
"0103013301041102","M1",2.83280205726624,2.15292954444885,2.15292954444885
"0103013301065201","M1",0.404686003923416,0.242811605334282,0.242811605334282
"0103013301065201","M2",0.404686003923416,0.849840581417084,0.849840581417084
"0103013301065201","M3",0.404686003923416,0.283280193805695,0.283280193805695
"0104017304000401","M2",0.809372007846832,0.0526091791689396,0.0526091791689396
"0104017304000401","M1",1.21405804157257,0.461342036724091,0.461342036724091
"0104017304000401","M3",1.21405804157257,NA,1.23663949966431
"0104017304001701","M3",0.404686003923416,0.461342036724091,0.461342036724091
"0104017304001701","M2",0.404686003923416,0.343983113765717,0.343983113765717
"0104017304001701","M1",0.404686003923416,0.372311115264893,0.372311115264893
"0104017304001701","M4",0.404686003923416,0.0526091791689396,0.0526091791689396
"0104017304002201","M2",0.202343001961708,0.651544451713562,0.651544451713562
"0104017304002201","M1",0.202343001961708,0.0728434845805168,0.0728434845805168
"0104017304003401","M3",0.404686003923416,0.246858462691307,0.246858462691307
"0104017304003401","M2",0.404686003923416,0.283280193805695,0.283280193805695
"0104017304003401","M1",0.809372007846832,0.433014035224915,0.433014035224915
"0104017304003401","M4",0.404686003923416,0.182108700275421,0.182108700275421
"0104017304003407","M3",0.404686003923416,0.526091754436493,0.526091754436493
"0104017304003407","M2",0.202343001961708,0.161874398589134,0.161874398589134
"0104017304003407","M1",0.202343001961708,0.149733826518059,0.149733826518059
"0104017304004102","M2",0.809372007846832,0.412779718637466,0.412779718637466
"0104017304004102","M1",0.404686003923416,0.202343001961708,0.202343001961708
"0104017304008601","M1",1.01171505451202,0.546326100826263,0.546326100826263
"0104017304009201","M1",0.303514510393143,0.133546382188797,0.133546382188797
"0104017304009401","M2",0.404686003923416,0.238764733076096,0.238764733076096
"0104017304009401","M1",0.404686003923416,0.303514510393143,0.303514510393143
"0104017304009401","M3",0.404686003923416,0.315655082464218,0.315655082464218
"0104017304009401","M4",0.809372007846832,0.821512579917908,0.821512579917908
"0104017304009402","M5",1.61874401569366,1.98296141624451,1.98296141624451
"0104017304009402","M3",0.404686003923416,0.129499509930611,0.129499509930611
"0104017304009402","M4",1.61874401569366,0.849840581417084,0.849840581417084
"0104017304009402","M1",0.607029020786285,0.607029020786285,0.607029020786285
"0104017304009402","M2",1.21405804157257,1.61874401569366,1.61874401569366
"0104031001003001","M1",0.202343001961708,0.441107749938965,0.441107749938965
"0104031001010201","M1",0.607029020786285,0.760809659957886,0.760809659957886
"0104031001010201","M2",1.21405804157257,1.08860540390015,1.08860540390015
"0104031001017402","M1",0.404686003923416,0.481576353311539,0.481576353311539
"0104031001017402","M3",0.607029020786285,0.319701939821243,0.319701939821243
"0104031001017402","M2",0.809372007846832,0.785090863704681,0.785090863704681
"0104031001017402","M5",1.21405804157257,0.675825595855713,0.675825595855713
"0104031001017402","M6",4.0468602180481,1.41640102863312,1.41640102863312
"0104031001017402","M4",2.02343010902405,1.50947880744934,1.50947880744934
"0104031001018001","M1",0.607029020786285,0.360170543193817,0.360170543193817
"0104031001018001","M2",1.21405804157257,1.3718855381012,1.3718855381012
"0104031001074501","M1",0.809372007846832,0.643450736999512,0.643450736999512
"0104031001074502","M1",0.809372007846832,0.651544451713562,0.651544451713562
"0104031001112801","M1",0.809372007846832,1.69968116283417,1.69968116283417
"0104031001112801","M2",0.809372007846832,0.364217400550842,0.364217400550842
"0104031001112804","M1",2.02343010902405,2.14483594894409,2.14483594894409
"0104038003034701","M4",0.202343001961708,0.0971246361732483,0.0971246361732483
"0104038003034701","M1",0.202343001961708,0.704153656959534,0.704153656959534
"0104038003034701","M3",0.202343001961708,0.105218358337879,0.105218358337879
"0104038003034701","M2",0.202343001961708,0.109265223145485,0.109265223145485
"0104038003039601","M3",0.202343001961708,0.178061842918396,0.178061842918396
"0104038003039601","M2",0.202343001961708,0.311608225107193,0.311608225107193
"0104038003039601","M1",0.404686003923416,0.315655082464218,0.315655082464218
"0104038003046001","M4",0.404686003923416,0.275186479091644,0.275186479091644
"0104038003046001","M3",0.404686003923416,0.73248165845871,0.73248165845871
"0104038003046001","M1",0.404686003923416,0.311608225107193,0.311608225107193
"0104038003046001","M2",0.404686003923416,0.339936226606369,0.339936226606369
"0104038003046001","M5",0.607029020786285,0.254952192306519,0.254952192306519
"0104038003069301","M1",0.101171500980854,0.186155557632446,0.186155557632446
"0104038003069301","M2",0.101171500980854,0.044515460729599,0.044515460729599
"0104038003069301","M3",0.404686003923416,0.45324832201004,0.45324832201004
"0104038003076801","M3",0.404686003923416,3.791907787323,3.791907787323
"0104038003076801","M2",3.03514504432678,NA,3.47528147697449
"0104038003076801","M1",0.404686003923416,0.578700959682465,0.578700959682465
"0104038003076801","M4",0.607029020786285,0.829606294631958,0.829606294631958
"0104038003076803","M1",0.202343001961708,0.339936226606369,0.339936226606369
"0104038003085401","M1",0.404686003923416,1.30308890342712,1.30308890342712
"0104038003085401","M2",0.404686003923416,0.392545431852341,0.392545431852341
"0104038003105701","M3",0.404686003923416,0.554419815540314,0.554419815540314
"0104038003105701","M5",0.202343001961708,0.202343001961708,0.202343001961708
"0104038003105701","M4",0.404686003923416,0.295420795679092,0.295420795679092
"0104038003105701","M1",0.404686003923416,0.165921255946159,0.165921255946159
"0104038003105701","M2",0.404686003923416,0.22662416100502,0.22662416100502
"0104038003110801","M1",0.404686003923416,0.206389859318733,0.206389859318733
"0104038003110801","M2",0.404686003923416,0.23471787571907,0.23471787571907
"0104038003110801","M3",0.404686003923416,0.0930777788162231,0.0930777788162231
"0105009003011401","M4",1.01171505451202,0.752715945243835,0.752715945243835
"0105009003011401","M1",0.809372007846832,0.874121785163879,0.874121785163879
"0105009003011401","M3",4.0468602180481,3.3224720954895,3.3224720954895
"0105009003011401","M2",0.809372007846832,1.08860540390015,1.08860540390015
"0105009003034701","M3",0.607029020786285,0.348029971122742,0.348029971122742
"0105009003034701","M2",0.607029020786285,0.441107749938965,0.441107749938965
"0105009003034701","M1",0.809372007846832,0.558466672897339,0.558466672897339
"0105009003039601","M1",1.61874401569366,1.53780674934387,1.53780674934387
"0105009003046001","M1",1.61874401569366,1.36379182338715,1.36379182338715
"0105009003059901","M1",0.809372007846832,0.849840581417084,0.849840581417084
"0105009003059901","M2",0.607029020786285,0.384451687335968,0.384451687335968
"0105009003069301","M5",0.202343001961708,0.157827541232109,0.157827541232109
"0105009003069301","M3",4.85623216629028,5.33780813217163,5.33780813217163
"0105009003069301","M2",1.21405804157257,1.13312077522278,1.13312077522278
"0105009003069301","M1",1.21405804157257,1.2100111246109,1.2100111246109
"0105009003069301","M4",0.607029020786285,0.534185528755188,0.534185528755188
"0105009003076801","M2",0.809372007846832,0.845793724060059,0.845793724060059
"0105009003076801","M1",1.21405804157257,0.975293278694153,0.975293278694153
"0105009003076801","M3",0.404686003923416,0.161874398589134,0.161874398589134
"0105009003076801","M4",0.202343001961708,0.238764733076096,0.238764733076096
"0105009003105701","M2",1.21405804157257,0.801278293132782,0.801278293132782
"0105009003105701","M1",1.21405804157257,0.319701939821243,0.319701939821243
"0105010004015101","M1",0.809372007846832,NA,0.807753264904022
"0105010004015101","M2",0.607029020786285,0.967199563980103,0.967199563980103
"0105010004015105","M1",0.404686003923416,0.238764733076096,0.238764733076096
"0105010004016601","M2",1.01171505451202,NA,1.00030279159546
"0105010004016601","M1",1.61874401569366,1.20191740989685,1.20191740989685
"0105010004027201","M1",0.202343001961708,0.182108700275421,0.182108700275421
"0105010004033501","M2",0.404686003923416,0.198296144604683,0.198296144604683
"0105010004033501","M3",0.404686003923416,0.0404685996472836,0.0404685996472836
"0105010004033501","M1",0.404686003923416,0.145686969161034,0.145686969161034
"0105010004040301","M1",2.02343010902405,NA,1.8532190322876
"0105010004040301","M2",0.404686003923416,0.331842511892319,0.331842511892319
"0105010004048001","M2",0.202343001961708,NA,0.215940445661545
"0105010004048001","M1",0.101171500980854,0.105218358337879,0.105218358337879
"0105010004051701","M1",1.61874401569366,2.49286580085754,2.49286580085754
"0105010004069201","M1",1.21405804157257,0.849840581417084,0.849840581417084
"0105029002016101","M3",0.202343001961708,0.708200514316559,0.708200514316559
"0105029002016101","M2",0.809372007846832,1.16954255104065,1.16954255104065
"0105029002016101","M1",0.607029020786285,1.31522953510284,1.31522953510284
"0105029002022401","M2",0.809372007846832,0.73248165845871,0.73248165845871
"0105029002022401","M1",1.01171505451202,1.92225849628448,1.92225849628448
"0105029002032201","M1",0.404686003923416,0.465388894081116,0.465388894081116
"0105029002032201","M2",1.61874401569366,1.24643290042877,1.24643290042877
"0105029002032201","M3",0.809372007846832,0.683919370174408,0.683919370174408
"0105029002055701","M3",0.404686003923416,NA,0.361222714185715
"0105029002055701","M2",0.607029020786285,0.433014035224915,0.433014035224915
"0105029002055701","M1",0.607029020786285,0.534185528755188,0.534185528755188
"0105029002064901","M1",1.21405804157257,0.566560387611389,0.566560387611389
"0105029002069001","M1",1.01171505451202,0.631310164928436,0.631310164928436
"0105029002069001","M2",1.21405804157257,1.08455848693848,1.08455848693848
"0105029002069101","M1",0.404686003923416,0.202343001961708,0.202343001961708
"0105029002069101","M2",0.607029020786285,0.728434801101685,0.728434801101685
"0105029002123801","M1",1.61874401569366,1.89797735214233,1.89797735214233
"0105029002123801","M2",0.809372007846832,0.416826575994492,0.416826575994492
"0201010001014801","M2",1.01171505451202,1.68754065036774,1.68754065036774
"0201010001014801","M1",1.21405804157257,0.870074927806854,0.870074927806854
"0201010001014801","M3",0.607029020786285,0.934824645519257,0.934824645519257
"0201010001026301","M1",1.61874401569366,3.29819083213806,3.29819083213806
"0201010001029701","M1",1.21405804157257,0.671778738498688,0.671778738498688
"0201010001033601","M1",1.21405804157257,1.63088464736938,1.63088464736938
"0201010001055801","M2",0.809372007846832,0.724387943744659,0.724387943744659
"0201010001055801","M1",0.404686003923416,0.392545431852341,0.392545431852341
"0201010001065601","M2",0.809372007846832,1.19787061214447,1.19787061214447
"0201010001065601","M4",0.809372007846832,0.825559437274933,0.825559437274933
"0201010001065601","M3",1.61874401569366,1.40830731391907,1.40830731391907
"0201010001065601","M1",1.21405804157257,1.43258845806122,1.43258845806122
"0201010001078501","M2",0.404686003923416,0.263045877218246,0.263045877218246
"0201010001078501","M1",0.708200514316559,0.878168642520905,0.878168642520905
"0201010001078501","M4",0.708200514316559,0.942918360233307,0.942918360233307
"0201010001078501","M5",0.404686003923416,0.291373938322067,0.291373938322067
"0201010001078501","M3",1.61874401569366,2.97444200515747,2.97444200515747
"0201011001004801","M3",0.607029020786285,1.12098026275635,1.12098026275635
"0201011001004801","M4",0.809372007846832,0.485623210668564,0.485623210668564
"0201011001004801","M2",0.809372007846832,1.12502706050873,1.12502706050873
"0201011001004801","M1",1.01171505451202,0.513951241970062,0.513951241970062
"0201011001020601","M1",2.02343010902405,0.509904384613037,0.509904384613037
"0201011001020601","M2",0.404686003923416,0.683919370174408,0.683919370174408
"0201011001020601","M4",2.02343010902405,0.145686969161034,0.145686969161034
"0201011001020601","M3",0.404686003923416,0.327795654535294,0.327795654535294
"0201011001020901","M1",0.404686003923416,NA,0.379919230937958
"0201011001024601","M2",2.02343010902405,1.48519766330719,1.48519766330719
"0201011001024601","M3",0.404686003923416,0.210436716675758,0.210436716675758
"0201011001024601","M1",0.505857527256012,0.461342036724091,0.461342036724091
"0201011001030001","M2",1.21405804157257,NA,1.09993648529053
"0201011001030001","M1",1.61874401569366,2.45644402503967,2.45644402503967
"0201011001030001","M3",0.809372007846832,1.20596432685852,1.20596432685852
"0201011001030401","M1",0.404686003923416,0.28732705116272,0.28732705116272
"0202011303008601","M1",5.66560411453247,NA,6.10226011276245
"0202011303015801","M1",0.101171500980854,0.137593239545822,0.137593239545822
"0202012001005901","M1",0.202343001961708,0.089030921459198,0.089030921459198
"0202012001005901","M3",0.404686003923416,0.372311115264893,0.372311115264893
"0202012001005901","M2",0.303514510393143,0.339936226606369,0.339936226606369
"0202012001018501","M2",0.404686003923416,0.404686003923416,0.404686003923416
"0202012001018501","M1",0.101171500980854,0.105218358337879,0.105218358337879
"0202012001021401","M1",0.121405802667141,0.125452667474747,0.125452667474747
"0202012001021401","M2",0.202343001961708,NA,0.326338797807693
"0202012001021601","M1",1.41640102863312,0.178061842918396,0.178061842918396
"0202012001021601","M2",0.526091754436493,0.323748797178268,0.323748797178268
"0202012001022301","M1",0.404686003923416,0.400639146566391,0.400639146566391
"0202012001022301","M2",0.202343001961708,NA,0.260051220655441
"0202012001049801","M1",0.809372007846832,0.752715945243835,0.752715945243835
"0202012001049801","M2",0.607029020786285,NA,0.484894752502441
"0202012001049801","M3",0.404686003923416,NA,0.509418725967407
"0202012001058601","M1",0.0323748774826527,0.283280193805695,0.283280193805695
"0202012001058601","M2",0.404686003923416,0.416826575994492,0.416826575994492
"0202024305017601","M1",0.809372007846832,NA,0.405738174915314
"0202024305028301","M1",0.202343001961708,0.145686969161034,0.145686969161034
"0202024305028301","M2",0.404686003923416,NA,0.36777862906456
"0202024305033601","M1",0.404686003923416,NA,0.193035215139389
"0203009002004401","M1",0.404686003923416,0.44515460729599,0.44515460729599
"0203009002011501","M2",0.505857527256012,0.485623210668564,0.485623210668564
"0203009002011501","M1",0.404686003923416,0.368264257907867,0.368264257907867
"0203009002019301","M1",0.323748797178268,2.26624155044556,2.26624155044556
"0203009002031701","M1",1.21405804157257,0.101171500980854,0.101171500980854
"0203009002048301","M1",1.21405804157257,1.71991550922394,1.71991550922394
"0203009002062801","M1",0.809372007846832,0.918637216091156,0.918637216091156
"0203009002068501","M1",6.07029008865356,8.57124996185303,8.57124996185303
"0203009002115601","M1",0.202343001961708,0.194249272346497,0.194249272346497
"0203010357003801","M1",0.404686003923416,NA,0.459804236888885
"0203010357003801","M2",4.0468602180481,NA,4.36291980743408
"0203010357012401","M1",20.2343006134033,NA,20.6054782867432
"0203013019000101","M1",0.202343001961708,0.258999019861221,0.258999019861221
"0203014016005401","M1",0.809372007846832,0.607029020786285,0.607029020786285
"0204001001003601","M1",0.303514510393143,0.210436716675758,0.210436716675758
"0204001001029601","M3",0.101171500980854,0.0202342998236418,0.0202342998236418
"0204001001029601","M2",0.809372007846832,0.833653151988983,0.833653151988983
"0204001001029601","M1",0.404686003923416,0.396592289209366,0.396592289209366
"0204001001029605","M1",0.202343001961708,NA,0.439084321260452
"0204001001030101","M1",0.0809371992945671,0.044515460729599,0.044515460729599
"0204001001058501","M1",0.809372007846832,1.26666724681854,1.26666724681854
"0204001001072901","M1",2.42811608314514,2.69116187095642,2.69116187095642
"0204001002017801","M2",2.83280205726624,2.16102337837219,2.16102337837219
"0204001002017801","M1",0.202343001961708,0.343983113765717,0.343983113765717
"0204001002027901","M3",0.101171500980854,0.076890341937542,0.076890341937542
"0204001002027901","M2",0.202343001961708,0.137593239545822,0.137593239545822
"0204001002027901","M1",0.303514510393143,0.303514510393143,0.303514510393143
"0204001002031201","M1",0.323748797178268,0.343983113765717,0.343983113765717
"0204001002031201","M2",0.404686003923416,0.509904384613037,0.509904384613037
"0204001002041601","M2",0.404686003923416,NA,0.481738209724426
"0204001002041601","M1",0.809372007846832,0.169968113303185,0.169968113303185
"0204001002044801","M1",0.202343001961708,0.186155557632446,0.186155557632446
"0204001002044801","M2",2.02343010902405,NA,1.19123375415802
"0204001002055401","M1",0.404686003923416,0.489670068025589,0.489670068025589
"0204001002055401","M2",1.61874401569366,1.50947880744934,1.50947880744934
"0204001002080001","M1",0.404686003923416,0.400639146566391,0.400639146566391
"0204001002080001","M2",0.809372007846832,0.853887438774109,0.853887438774109
"0205002007002801","M1",0.121405802667141,0.076890341937542,0.076890341937542
"0205002007004201","M1",0.202343001961708,0.0647497549653053,0.0647497549653053
"0205002007004401","M1",0.202343001961708,0.23471787571907,0.23471787571907
"0205002007004401","M2",0.101171500980854,0.109265223145485,0.109265223145485
"0205002007004401","M3",0.101171500980854,0.089030921459198,0.089030921459198
"0205002007011501","M2",0.101171500980854,NA,0.247101277112961
"0205002007011501","M3",0.607029020786285,NA,0.469516694545746
"0205002007011501","M4",0.202343001961708,0.121405802667141,0.121405802667141
"0205002007011501","M1",0.404686003923416,0.210436716675758,0.210436716675758
"0205002007012401","M2",0.404686003923416,0.105218358337879,0.105218358337879
"0205002007012401","M1",2.42811608314514,1.21405804157257,1.21405804157257
"0205002007012401","M3",2.02343010902405,1.78466522693634,1.78466522693634
"0205002007017501","M1",0.404686003923416,0.190202414989471,0.190202414989471
"0205002007017501","M2",0.404686003923416,NA,0.273891478776932
"0205002007017501","M3",0.101171500980854,0.056656040251255,0.056656040251255
"0205002007017501","M4",0.404686003923416,0.21853044629097,0.21853044629097
"0205002007017503","M2",1.61874401569366,NA,1.58887815475464
"0205002007017503","M1",0.101171500980854,0.194249272346497,0.194249272346497
"0301006003002801","M2",1.21405804157257,NA,1.106978058815
"0301006003002801","M1",0.202343001961708,0.271139621734619,0.271139621734619
"0301006003004401","M1",0.202343001961708,0.0971246361732483,0.0971246361732483
"0301006003011201","M2",0.101171500980854,0.056656040251255,0.056656040251255
"0301006003011201","M1",0.101171500980854,0.190202414989471,0.190202414989471
"0301006003011501","M1",0.607029020786285,0.408732861280441,0.408732861280441
"0301006003017501","M1",0.404686003923416,0.339936226606369,0.339936226606369
"0301006003019301","M1",0.607029020786285,0.352076828479767,0.352076828479767
"0301006003019301","M2",1.61874401569366,NA,2.02642464637756
"0301006003031701","M1",0.202343001961708,0.137593239545822,0.137593239545822
"0301006003041901","M1",0.202343001961708,0.0971246361732483,0.0971246361732483
"0301006003041901","M2",0.404686003923416,0.534185528755188,0.534185528755188
"0301012002009701","M1",0.607029020786285,0.335889369249344,0.335889369249344
"0301012002009701","M2",0.303514510393143,NA,0.214564517140388
"0301012002022501","M1",0.283280193805695,0.392545431852341,0.392545431852341
"0301012002036801","M1",0.607029020786285,0.133546382188797,0.133546382188797
"0301012002036801","M2",0.607029020786285,0.343983113765717,0.343983113765717
"0301012002040401","M1",0.101171500980854,0.246858462691307,0.246858462691307
"0301012002040401","M2",0.101171500980854,0.056656040251255,0.056656040251255
"0301012002040401","M3",0.101171500980854,0.0647497549653053,0.0647497549653053
"0301012002067601","M1",0.101171500980854,0.0809371992945671,0.0809371992945671
"0301012002070901","M2",0.404686003923416,0.23471787571907,0.23471787571907
"0301012002070901","M1",0.101171500980854,NA,0.236417561769485
"0301012002079401","M1",0.607029020786285,0.174014985561371,0.174014985561371
"0301012002087001","M2",2.42811608314514,NA,1.87385809421539
"0301012002087001","M1",0.404686003923416,0.194249272346497,0.194249272346497
"0301014002014801","M1",1.21405804157257,0.716294229030609,0.716294229030609
"0301014002026301","M1",0.202343001961708,0.141640096902847,0.141640096902847
"0301014002029701","M2",0.0809371992945671,NA,0.148924455046654
"0301014002029701","M1",0.607029020786285,0.505857527256012,0.505857527256012
"0301014002033601","M1",0.404686003923416,0.242811605334282,0.242811605334282
"0301014002033601","M2",0.404686003923416,NA,0.458752036094666
"0301014002051101","M1",0.202343001961708,0.756762802600861,0.756762802600861
"0301014002055801","M1",0.404686003923416,0.388498544692993,0.388498544692993
"0301014002065602","M1",0.404686003923416,0.250905334949493,0.250905334949493
"0301014002078501","M1",0.809372007846832,0.534185528755188,0.534185528755188
"0302004003002801","M1",0.607029020786285,0.133546382188797,0.133546382188797
"0302004003014601","M1",0.202343001961708,0.129499509930611,0.129499509930611
"0302004003031501","M4",0.809372007846832,0.428967148065567,0.428967148065567
"0302004003031501","M1",0.809372007846832,0.416826575994492,0.416826575994492
"0302004003031501","M2",1.61874401569366,NA,1.53853523731232
"0302004003031501","M3",1.61874401569366,NA,1.51959598064423
"0302004003032401","M1",0.202343001961708,0.246858462691307,0.246858462691307
"0302004003032401","M2",0.607029020786285,NA,0.543736100196838
"0302004003033301","M1",0.404686003923416,1.33546376228333,1.33546376228333
"0302004003033301","M2",0.809372007846832,NA,0.712652027606964
"0302004003035601","M1",0.404686003923416,0.044515460729599,0.044515460729599
"0302004003035601","M5",1.01171505451202,NA,0.505048155784607
"0302004003035601","M6",0.303514510393143,0.0485623180866241,0.0485623180866241
"0302004003035601","M4",0.202343001961708,0.0161874387413263,0.0161874387413263
"0302004003035601","M2",1.61874401569366,0.412779718637466,0.412779718637466
"0302004003035601","M3",0.404686003923416,0.012140579521656,0.012140579521656
"0302004003035602","M1",0.607029020786285,0.534185528755188,0.534185528755188
"0302004003035602","M2",0.404686003923416,0.194249272346497,0.194249272346497
"0302004003037801","M2",0.323748797178268,0.121405802667141,0.121405802667141
"0302004003037801","M1",0.202343001961708,0.056656040251255,0.056656040251255
"0302004003039301","M2",0.809372007846832,NA,0.485866010189056
"0302004003039301","M1",0.404686003923416,0.364217400550842,0.364217400550842
"0302004003039301","M3",0.404686003923416,0.0404685996472836,0.0404685996472836
"0302007301000801","M2",0.404686003923416,0.323748797178268,0.323748797178268
"0302007301000801","M1",0.404686003923416,0.335889369249344,0.335889369249344
"0302007301000801","M3",0.404686003923416,0.246858462691307,0.246858462691307
"0302007301001901","M4",0.404686003923416,0.246858462691307,0.246858462691307
"0302007301001901","M1",0.404686003923416,0.700106799602509,0.700106799602509
