"item_name","region","vill_price_region","dis_price_region","vill_obs_region","dis_obs_region","region_price","tot_obs","vill_price_national","dis_price_national","national_price"
"Maize (flour)","tanga",776.923076923077,700,1,7,738.461538461538,8,797.993277848912,902.897102897103,850.445190373007
"Maize (grain)","tanga",383.333333333333,466.666666666667,2,2,494.096973233738,4,507.658465608466,480.53548085901,494.096973233738
"Maize (green, cob)","tanga",NA,250,1,0,820.931044572815,1,999.391464532149,642.470624613482,820.931044572815
"Maize grinding costs","tanga",50,50,1,7,50,8,198.780193236715,53.944936086529,126.362564661622
"Mangoes","tanga",NA,938.183638583638,3,0,941.184196165687,3,1129.45866691209,752.909725419285,941.184196165687
"Millet (flour)","tanga",NA,800,1,0,1523.32949308756,1,1548.80952380952,1497.84946236559,1523.32949308756
"Millet (grain)","tanga",1133.33333333333,1000,6,2,1066.66666666667,8,1073.16513761468,1034.26160560307,1053.71337160887
"Onions","tanga",1271.17604617605,1157.14285714286,2,7,1214.15945165945,9,1565.73907268406,1539.19023569024,1552.46465418715
"Papaya","tanga",333.333333333333,528.471132042561,6,0,430.902232687947,6,746.510086806016,562.505252741732,654.507669773874
"Peas","tanga",888.888888888889,933.333333333333,2,5,911.111111111111,7,1082.38341968912,1117.96636085627,1100.17489027269
"Rice (husked)","tanga",1300,1214.28571428571,2,7,1257.14285714286,9,1208.06349206349,1176.11111111111,1192.0873015873
"Ripe bananas","tanga",569.047619047619,1079.81087301587,3,2,824.429246031746,5,982.517161656745,865.614549832844,924.065855744794
"Salt","tanga",673.576363636364,530,2,8,601.788181818182,10,648.594075677409,606.414092664093,627.504084170751
"Sorghum (grain)","tanga",900,800,5,1,850,6,775.57278208441,911.033794162826,843.303288123618
"Spinach","tanga",557.825854700855,539.68253968254,4,5,548.754197191697,9,680.999157988614,665.154723316131,673.076940652372
"Sugar","tanga",1853.84615384615,1620.68285714286,1,7,1737.26450549451,8,2229.94722955145,1734.45945945946,1982.20334450546
"Sweet potatoes","tanga",714.285714285714,616.136128364389,4,2,665.210921325051,6,520.811190427831,485.880893815384,503.346042121608
"Tea (dry)","tanga",8416.66666666667,7600,1,8,8008.33333333333,9,9971.64702271332,11140.6130268199,10556.1300247666
"Tomatoes","tanga",755.494505494505,865.30612244898,1,7,810.400313971742,8,1066.08215971181,990.790176855593,1028.4361682837
"Yams","tanga",NA,833.333333333333,1,0,861.704807538141,1,988.841713841714,734.567901234568,861.704807538141
