"y2_hhid","plotnum","plot_value","maize_price","maize_value","output_kg_old","output_kg_new","maize_share","crop_count","beans","cash_crop"
"1201003002012401","M1",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1201003002017502","M1",545524.013949014,281.785714285714,169071.428571428,600,1935.95340818408,30.9924814028865,4,TRUE,TRUE
"1201003002023101","M2",333277.142857143,281.785714285714,182597.142857143,648,1182.73257287706,54.7883786123946,2,TRUE,FALSE
"1201007306003901","M1",15216.4285714286,281.785714285714,15216.4285714286,54,54,100,1,FALSE,FALSE
"1201007306005701","M1",302828.292857142,281.785714285714,56357.1428571428,200,1074.67581749049,18.6102633691922,2,FALSE,FALSE
"1201007306005701","M2",30858.9947089947,281.785714285714,16907.1428571428,60,109.512275266395,54.7883786123946,2,TRUE,FALSE
"1201007306006601","M1",155653.982142857,281.785714285714,67628.5714285714,240,552.384220532319,43.4480188026946,2,FALSE,FALSE
"1201007306008501","M2",11271.4285714286,281.785714285714,11271.4285714286,40,40,100,1,FALSE,FALSE
"1201007306008801","M2",174654.942857142,281.785714285714,33814.2857142857,120,619.81475285171,19.3606233875349,2,FALSE,FALSE
"1201007306009801","M1",437439.696428571,281.785714285714,349414.285714285,1240,1552.38422053232,79.8771324520935,2,FALSE,FALSE
"1201007306009801","M3",5635.71428571428,281.785714285714,5635.71428571428,20,20,100,1,FALSE,FALSE
"1201012001000401","M2",169071.428571428,281.785714285714,169071.428571428,600,600,100,1,FALSE,FALSE
"1201012001004001","M1",147250,281.785714285714,84535.7142857142,300,522.56020278834,57.409653165171,2,FALSE,FALSE
"1201012001015501","M1",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1201012001015501","M2",112714.285714286,281.785714285714,112714.285714286,400,400,100,1,FALSE,FALSE
"1201012001042201","M1",200428.571428571,281.785714285714,169071.428571428,600,711.28010139417,84.3549536707056,2,FALSE,FALSE
"1201012001042201","M2",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1201012001045201","M1",32292.8571428571,281.785714285714,22542.8571428571,80,114.600760456274,69.8075646980756,2,FALSE,FALSE
"1201012001045201","M2",98624.9999999999,281.785714285714,98624.9999999999,350,350,100,1,FALSE,FALSE
"1201012001058101","M1",433079.161579161,281.785714285714,281785.714285714,1000,1536.90957214405,65.0656367898706,2,FALSE,FALSE
"1201012001091501","M1",979271.502380951,281.785714285714,450857.142857142,1600,3475.23473595268,46.0400554658184,4,FALSE,FALSE
"1201018004041101","M2",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1201018004090401","M1",140892.857142857,281.785714285714,140892.857142857,500,500,100,1,FALSE,FALSE
"1201018004090401","M2",281785.714285714,281.785714285714,281785.714285714,1000,1000,100,1,FALSE,FALSE
"1201018004106101","M1",5635.71428571428,281.785714285714,5635.71428571428,20,20,100,1,FALSE,FALSE
"1201018004106101","M2",926625.535714283,281.785714285714,11271.4285714286,40,3288.40494296577,1.21639520356409,3,FALSE,FALSE
"1201018004117801","M1",NA,281.785714285714,NA,NA,NA,NA,1,FALSE,FALSE
"1201018004137001","M1",169071.428571428,281.785714285714,169071.428571428,600,600,100,1,FALSE,FALSE
"1201018004179201","M1",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1201018004179201","M2",58450.9607142856,281.785714285714,5635.71428571428,20,207.430532319391,9.64178213128479,2,FALSE,FALSE
"1201018004179201","M3",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202006003001201","M1",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202006003001201","M2",56082.2751322752,281.785714285714,28178.5714285714,100,199.024550532789,50.2450575731987,2,TRUE,FALSE
"1202006003001203","M1",135257.142857143,281.785714285714,135257.142857143,480,480,100,1,FALSE,FALSE
"1202006003001203","M2",67628.5714285714,281.785714285714,67628.5714285714,240,240,100,1,FALSE,FALSE
"1202006003002301","M1",53264.4179894181,281.785714285714,25360.7142857143,90,189.024550532789,47.612862851055,2,TRUE,FALSE
"1202006003002301","M2",35505,281.785714285714,35505,126,126,100,1,FALSE,FALSE
"1202006003002301","M3",68480.8465608466,281.785714285714,40577.1428571428,144,243.024550532789,59.2532728419022,2,TRUE,FALSE
"1202006003002301","M4",50721.4285714285,281.785714285714,50721.4285714285,180,180,100,1,FALSE,FALSE
"1202006003002301","M6",25360.7142857143,281.785714285714,25360.7142857143,90,90,100,1,FALSE,FALSE
"1202006003006901","M1",253057.407407407,281.785714285714,197250,700,898.049101065578,77.9467402360758,2,TRUE,FALSE
"1202006003011601","M1",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202006003011601","M2",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1202006003011601","M3",11271.4285714286,281.785714285714,11271.4285714286,40,40,100,1,FALSE,FALSE
"1202006003011601","M4",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202006003011601","M5",84535.7142857142,281.785714285714,84535.7142857142,300,300,100,1,FALSE,FALSE
"1202006003015401","M1",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202006003015401","M10",39450,281.785714285714,39450,140,140,100,1,FALSE,FALSE
"1202006003015401","M2",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202006003015401","M3",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1202006003015401","M4",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1202006003015401","M5",196425.396825397,281.785714285714,112714.285714286,400,697.073651598368,57.3827455797264,2,TRUE,FALSE
"1202006003015401","M7",70034.1269841271,281.785714285714,28178.5714285714,100,248.536825799184,40.2354861008804,2,TRUE,FALSE
"1202006003015401","M8",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202006003015401","M9",22542.8571428571,281.785714285714,22542.8571428571,80,80,100,1,FALSE,FALSE
"1202006003016101","M1",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202006003016101","M2",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1202006003016101","M3",67628.5714285714,281.785714285714,67628.5714285714,240,240,100,1,FALSE,FALSE
"1202006003016101","M4",45085.7142857142,281.785714285714,45085.7142857142,160,160,100,1,FALSE,FALSE
"1202006003019801","M2",140892.857142857,281.785714285714,140892.857142857,500,500,100,1,FALSE,FALSE
"1202006003019801","M3",112439.417989418,281.785714285714,84535.7142857142,300,399.024550532789,75.1833438818316,2,TRUE,FALSE
"1202006003020002","M1",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1202006003020002","M2",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1202008001006801","M1",72714.5502645504,281.785714285714,16907.1428571428,60,258.049101065578,23.2513888838358,2,TRUE,FALSE
"1202008001006801","M2",34040.4761904762,281.785714285714,22542.8571428571,80,120.802703844529,66.2236832902007,2,FALSE,FALSE
"1202008001006801","M3",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202008001009201","M2",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202008001009201","M3",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202008001009201","M4",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202008001009201","M5",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1202008001009203","M1",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1202008001009203","M2",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1202008001009203","M3",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1202008001009203","M4",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1202008001009203","M5",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202008001009203","M6",25360.7142857143,281.785714285714,25360.7142857143,90,90,100,1,FALSE,FALSE
"1202008001017501","M2",140892.857142857,281.785714285714,140892.857142857,500,500,100,1,FALSE,FALSE
"1202008001017503","M1",97937.8306878309,281.785714285714,28178.5714285714,100,347.561376331973,28.771896651855,2,TRUE,FALSE
"1202008001018801","M1",87714.2857142857,281.785714285714,56357.1428571428,200,311.28010139417,64.2508143322475,2,FALSE,FALSE
"1202008001018801","M2",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1202008001018801","M3",84535.7142857142,281.785714285714,84535.7142857142,300,300,100,1,FALSE,FALSE
"1202008001041101","M2",139254.761904762,281.785714285714,118350,420,494.18673426278,84.9881170174568,2,FALSE,FALSE
"1203003001085701","M2",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,2,FALSE,FALSE
"1203003001098101","M1",14089.2857142857,281.785714285714,14089.2857142857,50,50,100,1,FALSE,FALSE
"1203003001098101","M2",84535.7142857142,281.785714285714,84535.7142857142,300,300,100,2,FALSE,FALSE
"1203003001125101","M2",84535.7142857142,281.785714285714,84535.7142857142,300,300,100,1,FALSE,FALSE
"1203003001125103","M1",84535.7142857142,281.785714285714,84535.7142857142,300,300,100,1,FALSE,FALSE
"1203003001126601","M1",NA,281.785714285714,197250,700,NA,NA,3,TRUE,FALSE
"1203003001141701","M3",50721.4285714285,281.785714285714,50721.4285714285,180,180,100,1,FALSE,FALSE
"1203015002009901","M2",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1203015002022501","M1",50721.4285714285,281.785714285714,50721.4285714285,180,180,100,2,FALSE,FALSE
"1203015002022504","M1",93290.8163265306,621.938775510204,93290.8163265306,150,150,100,1,FALSE,FALSE
"1203015002024201","M4",513725.336374164,281.785714285714,45085.7142857142,160,1823.10639017448,8.77622945442518,4,FALSE,FALSE
"1203015002024205","M1",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,2,FALSE,FALSE
"1203015002024207","M1",289000,361.25,289000,800,800,100,1,FALSE,FALSE
"1203015002024207","M2",25287.5,361.25,25287.5,70,70,100,1,FALSE,FALSE
"1204007004015501","M1",195423.296697733,281.785714285714,56357.1428571428,200,693.517402729598,28.8384976660752,2,FALSE,FALSE
"1204007004015501","M2",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1204007004015501","M3",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1204007004015501","M4",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1204007004015501","M5",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1204007004015501","M6",140068.253968254,281.785714285714,56357.1428571428,200,497.073651598368,40.2354861008804,2,TRUE,FALSE
"1204007004028001","M1",44810.8465608466,281.785714285714,16907.1428571428,60,159.024550532789,37.7300233196563,2,TRUE,FALSE
"1204007004030301","M1",44810.8465608466,281.785714285714,16907.1428571428,60,159.024550532789,37.7300233196563,2,TRUE,FALSE
"1204007004030301","M3",5072.14285714285,281.785714285714,5072.14285714285,18,18,100,1,FALSE,FALSE
"1204007004034701","M1",5635.71428571428,281.785714285714,5635.71428571428,20,20,100,1,FALSE,FALSE
"1204007004034701","M2",22542.8571428571,281.785714285714,22542.8571428571,80,80,100,1,FALSE,FALSE
"1204025007004701","M1",48192.2751322752,281.785714285714,20288.5714285714,72,171.024550532789,42.0992189575706,2,TRUE,FALSE
"1204025007004701","M2",10144.2857142857,281.785714285714,10144.2857142857,36,36,100,1,FALSE,FALSE
"1204025007009201","M1",80993.8178571427,281.785714285714,28178.5714285714,100,287.430532319391,34.7910151343562,2,FALSE,FALSE
"1204025007010801","M1",102180.873096811,281.785714285714,28178.5714285714,100,362.61906802417,27.5771488093214,4,TRUE,FALSE
"1204025007017801","M1",40858.9285714285,281.785714285714,40858.9285714285,145,145,100,1,FALSE,FALSE
"1204025007017801","M2",50721.4285714285,281.785714285714,50721.4285714285,180,180,100,1,FALSE,FALSE
"1204025007021901","M1",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1204025007021901","M3",11271.4285714286,281.785714285714,11271.4285714286,40,40,100,1,FALSE,FALSE
"1204025007021901","M5",11271.4285714286,281.785714285714,11271.4285714286,40,40,100,1,FALSE,FALSE
"1204025007021901","M6",8453.57142857142,281.785714285714,8453.57142857142,30,30,100,1,FALSE,FALSE
"1204025007023801","M1",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1204025007023801","M2",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1204025007023801","M3",93327.8153571427,281.785714285714,56357.1428571428,200,331.201372623574,60.3862231655995,2,FALSE,FALSE
"1204025007025701","M1",35505,281.785714285714,35505,126,126,100,1,FALSE,FALSE
"1204025007025701","M2",50721.4285714285,281.785714285714,50721.4285714285,180,180,100,1,FALSE,FALSE
"1204025007025701","M3",30432.8571428571,281.785714285714,30432.8571428571,108,108,100,1,FALSE,FALSE
"1204025007025701","M4",10144.2857142857,281.785714285714,10144.2857142857,36,36,100,1,FALSE,FALSE
"1204025007025701","M5",35505,281.785714285714,35505,126,126,100,1,FALSE,FALSE
"1204025007040101","M1",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1204029002017501","M2",340032.356532356,281.785714285714,56357.1428571428,200,1206.70544777009,16.5740529612746,2,FALSE,FALSE
"1205014001009601","M1",251957.936507937,281.785714285714,84535.7142857142,300,894.147303196735,33.5515187405304,2,TRUE,FALSE
"1205014001009601","M2",98624.9999999999,281.785714285714,98624.9999999999,350,350,100,1,FALSE,FALSE
"1205014001009601","M3",98624.9999999999,281.785714285714,98624.9999999999,350,350,100,1,FALSE,FALSE
"1205014001021601","M1",45649.2857142857,281.785714285714,45649.2857142857,162,162,100,1,FALSE,FALSE
"1205014001028701","M1",355900.529100529,281.785714285714,197250,700,1263.01835422241,55.4227891985751,3,TRUE,FALSE
"1205014001028701","M2",294328.571428571,281.785714285714,281785.714285714,1000,1044.51204055767,95.7384846866961,2,FALSE,FALSE
"1205014001028701","M3",144128.565846561,281.785714285714,84535.7142857142,300,511.482869924424,58.6529906748055,3,TRUE,FALSE
"1205014001032501","M1",112439.417989418,281.785714285714,84535.7142857142,300,399.024550532789,75.1833438818316,2,TRUE,FALSE
"1205014001032501","M2",307925.020833333,281.785714285714,154982.142857143,550,1092.76306506126,50.3311301035937,3,FALSE,FALSE
"1205014001032701","M1",189780.005555555,281.785714285714,112714.285714286,400,673.490514012111,59.3920763066318,3,TRUE,FALSE
"1205014001032701","M2",25360.7142857143,281.785714285714,25360.7142857143,90,90,100,1,FALSE,FALSE
"1205014001039401","M1",140343.121693122,281.785714285714,84535.7142857142,300,498.049101065578,60.2350248917524,2,TRUE,FALSE
"1205014001039401","M2",218318.678571428,281.785714285714,42267.8571428571,150,774.768441064638,19.3606233875349,2,FALSE,FALSE
"1205014001045301","M1",678519.841269843,281.785714285714,197250,700,2407.92846078018,29.0706311006099,3,TRUE,FALSE
"1205014001045301","M2",338142.857142857,281.785714285714,338142.857142857,1200,1200,100,1,FALSE,FALSE
"1205014001045301","M3",144382.553571428,281.785714285714,56357.1428571428,200,512.384220532319,39.0332082811252,2,FALSE,FALSE
"1205014001045301","M4",172250,281.785714285714,140892.857142857,500,611.28010139417,81.7955629276384,2,FALSE,FALSE
"1205015003014801","M1",368125.661375662,281.785714285714,197250,700,1306.40285405812,53.5822466879623,3,TRUE,FALSE
"1205015003026301","M1",1772659.11428571,281.785714285714,973851.428571428,3456,6290.80547528517,54.9373210406468,3,FALSE,FALSE
"1205015003026301","M2",182597.142857143,281.785714285714,182597.142857143,648,648,100,1,FALSE,FALSE
"1205015003026301","M3",81168.1216931219,281.785714285714,25360.7142857143,90,288.049101065578,31.244673101587,2,TRUE,FALSE
"1205015003026301","M4",331380,281.785714285714,331380,1176,1176,100,1,FALSE,FALSE
"1205015003026303","M1",154569.841269841,281.785714285714,112714.285714286,400,548.536825799184,72.9212663921378,2,TRUE,FALSE
"1205015003029701","M1",196975.132275132,281.785714285714,169071.428571428,600,699.024550532789,85.8338951818911,2,TRUE,FALSE
"1205015003029701","M2",129346.560846561,281.785714285714,101442.857142857,360,459.024550532789,78.4271777146012,2,TRUE,FALSE
"1205015003029701","M3",236700,281.785714285714,236700,840,840,100,1,FALSE,FALSE
"1205015003032101","M1",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1205015003032101","M3",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1205015003032101","M5",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1205015003044501","M1",265600.264550265,281.785714285714,197250,700,942.561141623247,74.2657392807944,3,TRUE,FALSE
"1205015003051102","M2",126528.571428571,281.785714285714,101442.857142857,360,449.024081115336,80.1738737721576,2,FALSE,FALSE
"1205015003051102","M3",157250.264550265,281.785714285714,101442.857142857,360,558.049101065578,64.5104524516912,2,TRUE,FALSE
"1205015003055801","M1",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1205015003055801","M2",308864.814814815,281.785714285714,197250,700,1096.09820213116,63.8628909927032,2,TRUE,FALSE
"1205015003055801","M3",313453.982142857,281.785714285714,225428.571428571,800,1112.38422053232,71.9175969268216,2,FALSE,FALSE
"1205015003055801","M4",112164.55026455,281.785714285714,56357.1428571428,200,398.049101065578,50.2450575731987,2,TRUE,FALSE
"1205015003070601","M1",70308.9947089947,281.785714285714,56357.1428571428,200,249.512275266395,80.1563769904578,2,TRUE,FALSE
"1205015003070601","M2",140892.857142857,281.785714285714,140892.857142857,500,500,100,1,FALSE,FALSE
"1205015003070601","M3",225428.571428571,281.785714285714,225428.571428571,800,800,100,1,FALSE,FALSE
"1206006004014801","M1",223779.365079366,281.785714285714,56357.1428571428,200,794.147303196736,25.184244685454,2,TRUE,FALSE
"1206006004014801","M2",224329.100529101,281.785714285714,112714.285714286,400,796.098202131157,50.2450575731987,2,TRUE,FALSE
"1206006004026301","M1",554946.296296296,281.785714285714,394500,1400,1969.39116556354,71.0879597959094,2,TRUE,FALSE
"1206006004026301","M2",84535.7142857142,281.785714285714,84535.7142857142,300,300,100,1,FALSE,FALSE
"1206006004029701","M1",169071.428571428,281.785714285714,169071.428571428,600,600,100,1,FALSE,FALSE
"1206006004029701","M2",281785.714285714,281.785714285714,281785.714285714,1000,1000,100,1,FALSE,FALSE
"1206006004029701","M5",197250,281.785714285714,197250,700,700,100,1,FALSE,FALSE
"1206006004029701","M7",152164.285714286,281.785714285714,152164.285714286,540,540,100,1,FALSE,FALSE
"1206006004029701","M8",177525,281.785714285714,177525,630,630,100,1,FALSE,FALSE
"1206006004029704","M1",22542.8571428571,281.785714285714,22542.8571428571,80,80,100,1,FALSE,FALSE
"1206006004029704","M3",302679.365079366,281.785714285714,135257.142857143,480,1074.14730319674,44.6866084913575,2,TRUE,FALSE
"1206006004032101","M4",1141232.14285714,281.785714285714,1141232.14285714,4050,4050,100,1,FALSE,FALSE
"1206006004032101","M6",304328.571428571,281.785714285714,304328.571428571,1080,1080,100,1,FALSE,FALSE
"1206006004044501","M2",202885.714285714,281.785714285714,202885.714285714,720,720,100,1,FALSE,FALSE
"1206006004044501","M3",193059.52869186,281.785714285714,67628.5714285714,240,685.128872417247,35.0299060019527,3,TRUE,FALSE
"1206006004051101","M4",197250,281.785714285714,197250,700,700,100,1,FALSE,FALSE
"1206006004051101","M5",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1206006004055801","M3",101442.857142857,281.785714285714,101442.857142857,360,360,100,1,FALSE,FALSE
"1206006004070601","M2",569207.142857142,281.785714285714,569207.142857142,2020,2020,100,1,FALSE,FALSE
"1206007005000601","M1",1420200,281.785714285714,1420200,5040,5040,100,1,FALSE,FALSE
"1206007005000601","M2",342404.232804233,281.785714285714,202885.714285714,720,1215.12275266395,59.2532728419022,2,TRUE,FALSE
"1206007005000601","M3",50721.4285714285,281.785714285714,50721.4285714285,180,180,100,1,FALSE,FALSE
"1206007005003301","M1",140892.857142857,281.785714285714,140892.857142857,500,500,100,1,FALSE,FALSE
"1206007005003301","M2",759447.08994709,281.785714285714,619928.571428571,2200,2695.12275266395,81.6289350021423,2,TRUE,FALSE
"1206007005004201","M2",202610.846560846,281.785714285714,174707.142857143,620,719.024550532789,86.2279319309176,2,TRUE,FALSE
"1206007005004401","M1",2675589.94708994,281.785714285714,2536071.42857143,9000,9495.12275266395,94.7855044578014,2,TRUE,FALSE
"1206007005004401","M2",1318757.14285714,281.785714285714,1318757.14285714,4680,4680,100,1,FALSE,FALSE
"1206007005004401","M3",202885.714285714,281.785714285714,202885.714285714,720,720,100,1,FALSE,FALSE
"1206007005008101","M1",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1206007005008101","M2",448108.465608466,281.785714285714,169071.428571428,600,1590.24550532789,37.7300233196563,2,TRUE,FALSE
"1206007005008301","M1",435367.418518519,281.785714285714,225428.571428571,800,1545.0301290898,51.7789255327526,3,TRUE,FALSE
"1206007005009401","M1",140068.253968254,281.785714285714,56357.1428571428,200,497.073651598368,40.2354861008804,2,TRUE,FALSE
"1206007005009401","M2",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1206007005012201","M1",732642.857142856,281.785714285714,732642.857142856,2600,2600,100,1,FALSE,FALSE
"1206007005012203","M1",169071.428571428,281.785714285714,169071.428571428,600,600,100,1,FALSE,FALSE
"1206007005012204","M1",339843.406593406,281.785714285714,84535.7142857142,300,1206.03490299308,24.8749019829753,2,FALSE,FALSE
"1206016001002001","M1",56082.2751322752,281.785714285714,28178.5714285714,100,199.024550532789,50.2450575731987,2,TRUE,FALSE
"1206016001002001","M2",281785.714285714,281.785714285714,281785.714285714,1000,1000,100,1,FALSE,FALSE
"1206016001002001","M3",56082.2751322752,281.785714285714,28178.5714285714,100,199.024550532789,50.2450575731987,2,TRUE,FALSE
"1206016001003501","M1",154569.841269841,281.785714285714,112714.285714286,400,548.536825799184,72.9212663921378,2,TRUE,FALSE
"1206016001021801","M1",901232.039646465,281.785714285714,253607.142857143,900,3198.2886071104,28.140049587743,4,TRUE,FALSE
"1206016001022601","M1",344572.514550264,281.785714285714,112714.285714286,400,1222.81754213022,32.7113396903988,3,TRUE,FALSE
"1206016001038301","M1",93942.8571428571,281.785714285714,84535.7142857142,300,333.384030418251,89.9863138686131,2,FALSE,FALSE
"1206016001038301","M2",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1206016001040901","M1",126502.603703704,281.785714285714,28178.5714285714,100,448.931926958644,22.2750920562645,3,TRUE,FALSE
"1206016001040901","M2",85656.7251322751,281.785714285714,22542.8571428571,80,303.978238745717,26.3176733736264,3,TRUE,FALSE
"1206016001043801","M1",154569.841269841,281.785714285714,112714.285714286,400,548.536825799184,72.9212663921378,2,TRUE,FALSE
"1206016001043801","M2",126803.571428571,281.785714285714,126803.571428571,450,450,100,1,FALSE,FALSE
"1206016001043801","M3",84535.7142857142,281.785714285714,84535.7142857142,300,300,100,1,FALSE,FALSE
"1206016001044601","M1",253057.407407407,281.785714285714,197250,700,898.049101065578,77.9467402360758,2,TRUE,FALSE
"1206016001044601","M2",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1207004001026801","M1",226184.371184371,281.785714285714,112714.285714286,400,802.682179108035,49.8329239655591,2,FALSE,FALSE
"1207004001040201","M2",180342.857142857,281.785714285714,180342.857142857,640,640,100,1,FALSE,FALSE
"1207004001048601","M1",255947.771123321,281.785714285714,78899.9999999999,280,908.306412097971,30.8266017139818,3,FALSE,FALSE
"1207004001055301","M1",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1207004001055301","M2",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1207004001073701","M1",36407.1428571428,281.785714285714,16907.1428571428,60,129.201520912548,46.439081812831,2,FALSE,FALSE
"1207004001073701","M2",28178.5714285714,281.785714285714,28178.5714285714,100,100,100,1,FALSE,FALSE
"1207004001074601","M1",79277.8998778998,281.785714285714,22542.8571428571,80,281.341089554017,28.4352350119978,2,FALSE,FALSE
"1208011001006701","M1",84535.7142857142,281.785714285714,84535.7142857142,300,300,100,1,FALSE,FALSE
"1208011001006701","M2",70446.4285714285,281.785714285714,70446.4285714285,250,250,100,1,FALSE,FALSE
"1208011001006703","M1",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1208011001006703","M2",50721.4285714285,281.785714285714,50721.4285714285,180,180,100,1,FALSE,FALSE
"1208011001006703","M3",16907.1428571428,281.785714285714,16907.1428571428,60,60,100,1,FALSE,FALSE
"1208011001007501","M1",45085.7142857142,281.785714285714,45085.7142857142,160,160,100,1,FALSE,FALSE
"1208011001007501","M2",47766.1375661376,281.785714285714,33814.2857142857,120,169.512275266395,70.7913334367176,2,TRUE,FALSE
"1208011001007501","M3",19587.5661375662,281.785714285714,5635.71428571428,20,69.5122752663946,28.771896651855,2,TRUE,FALSE
"1208011001009801","M1",42130.4232804233,281.785714285714,28178.5714285714,100,149.512275266395,66.8841403301664,2,TRUE,FALSE
"1208011001009801","M2",14089.2857142857,281.785714285714,14089.2857142857,50,50,100,1,FALSE,FALSE
"1208011001013501","M1",19587.5661375662,281.785714285714,5635.71428571428,20,69.5122752663946,28.771896651855,2,TRUE,FALSE
"1208011001013501","M2",22432.9100529101,281.785714285714,11271.4285714286,40,79.6098202131157,50.2450575731987,2,TRUE,FALSE
"1208011001013501","M3",44810.8465608466,281.785714285714,16907.1428571428,60,159.024550532789,37.7300233196563,2,TRUE,FALSE
"1208011001014001","M1",42267.8571428571,281.785714285714,42267.8571428571,150,150,100,1,FALSE,FALSE
"1208011001014001","M3",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1208011001019101","M2",43470.634920635,281.785714285714,22542.8571428571,80,154.268412899592,51.8576670987529,2,TRUE,FALSE
"1208011001019101","M3",25223.2804232805,281.785714285714,11271.4285714286,40,89.5122752663946,44.6866084913575,2,TRUE,FALSE
"1208011001019101","M4",44810.8465608466,281.785714285714,16907.1428571428,60,159.024550532789,37.7300233196563,2,TRUE,FALSE
"1208011001020201","M2",56357.1428571428,281.785714285714,56357.1428571428,200,200,100,1,FALSE,FALSE
"1208016305014001","M1",36494.708994709,281.785714285714,22542.8571428571,80,129.512275266395,61.7702065965929,2,TRUE,FALSE
"1301002003001701","M1",433743.4,379.166666666667,227500,600,1143.93863736264,52.4503658153646,3,FALSE,FALSE
"1301002003005501","M1",487539,379.166666666667,163800,432,1285.81714285714,33.5973122150228,3,FALSE,FALSE
"1301002003005501","M2",225777.172334972,379.166666666667,81900.0000000001,216,595.45627868564,36.2747035729945,3,FALSE,FALSE
"1301002003006701","M1",227500,379.166666666667,227500,600,600,100,1,FALSE,FALSE
"1301002003006701","M2",189583.333333334,379.166666666667,189583.333333334,500,500,100,1,FALSE,FALSE
"1301002003009501","M1",181666.666666667,379.166666666667,151666.666666667,400,479.120879120879,83.4862385321101,2,FALSE,FALSE
"1301002003010501","M1",423443.4,379.166666666667,245700,648,1116.7738021978,58.0242837649613,3,FALSE,FALSE
