"y2_hhid","plotnum","soil","soilq","erosion","slope","irrig","fallow","fallow_years","org","orgQ1","inorg1","inorg_type1","inorgQ1","voucher1","inorg2","inorg_type2","inorgQ2","voucher2","pest","pestQ","pestU","short_rain","short_rain_crop","owned","nitrogen_kg","phosphorous_kg","potassium_kg","fam_lab_days","hir_lab_days"
"1105003001001401","M3","LOAM","AVERAGE","NO","VERY STEEP","NO",2008,1,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"YES",1,"LITRE",NA,NA,"OWNED",0,0,0,39,0
"1105003001001401","M4","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",100,"YES","YES","Sulphate of Ammonium (SA)",33,"YES","YES",1,"LITRE",NA,NA,"OWNED",46,0,0,111,0
"1105003001001401","M5","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",100,"YES","YES","Sulphate of Ammonium (SA)",33,"YES","YES",1,"LITRE",NA,NA,"OWNED",46,0,0,42,0
"1105003001001401","M6","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"YES",1,"LITRE",NA,NA,"OWNED",0,0,0,96,0
"1105003001007301","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",30,"YES","YES","Calcium Ammonium Nitrate (CAN)",25,"YES","YES",25,"MILLILITRE",NA,NA,"OWNED",13.8,0,0,132,0
"1105003001007301","M2","LOAM","GOOD","NO","FLAT TOP","NO",0,NA,"NO",NA,"YES","UREA",40,"YES","YES","Calcium Ammonium Nitrate (CAN)",25,"YES","YES",25,"MILLILITRE",NA,NA,"OWNED",18.4,0,0,91,13
"1105003001008201","M1","LOAM","BAD","NO","SLIGHTLY SLOPED","NO",0,NA,"YES",500,"YES","UREA",10,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",4.6,0,0,28,0
"1105003001008201","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",2007,1,"NO",NA,"YES","UREA",20,"YES","YES","Calcium Ammonium Nitrate (CAN)",10,"YES","YES",50,"MILLILITRE",NA,NA,"OWNED",9.2,0,0,26,0
"1105003001008201","M3","LOAM","AVERAGE","YES","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,48,0
"1105003001008201","M4",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1105003001008201","M5","LOAM","GOOD","YES","SLIGHTLY SLOPED","NO",2007,1,"NO",NA,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",20,"YES","YES",50,"MILLILITRE",NA,NA,"OWNED",23,0,0,50,0
"1105003001008201","M6","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",20,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,30,0
"1105003001010501","M1","LOAM","BAD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,46,0
"1105003001010501","M2",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1105003001010501","M3",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1105003001010501","M4","LOAM","GOOD","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED IN",0,0,0,26,0
"1105003001010501","M5","LOAM","GOOD","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"YES",1,"LITRE",NA,NA,"RENTED IN",0,0,0,34,0
"1105003001011601","M1","CLAY","BAD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",20,"YES","NO",NA,NA,NA,"YES",10,"MILLILITRE",NA,NA,"OWNED",9.2,0,0,127,0
"1105003001011601","M2","CLAY","AVERAGE","YES","VERY STEEP","NO",0,NA,"NO",NA,"YES","UREA",20,"YES","NO",NA,NA,NA,"YES",10,"MILLILITRE",NA,NA,"OWNED",9.2,0,0,167,0
"1105003001011601","M3","LOAM","BAD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","UREA",20,"YES","NO",NA,NA,NA,"YES",10,"MILLILITRE",NA,NA,"OWNED",9.2,0,0,86,9
"1105003001011601","M4","LOAM","BAD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","UREA",20,"YES","NO",NA,NA,NA,"YES",10,"MILLILITRE",NA,NA,"OWNED",9.2,0,0,107,0
"1105003001011601","M5","CLAY","GOOD","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",20,"YES","NO",NA,NA,NA,"YES",10,"MILLILITRE",NA,NA,"OWNED",9.2,0,0,137,0
"1105003001014701","M1","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",25,"YES","YES","UREA",25,"YES","YES",20,"LITRE","NO",NA,"OWNED",11.5,0,0,34,0
"1105003001014701","M2","SANDY","GOOD","NO","SLIGHTLY SLOPED","NO",2007,3,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",10,"YES","YES","UREA",10,"YES","YES",10,"LITRE","NO",NA,"OWNED",4.6,0,0,10,0
"1105003001014701","M3","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",2007,2,"NO",NA,"YES","UREA",50,"YES","NO",NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",23,0,0,14,0
"1105003001014701","M4","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",2007,2,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,16,0
"1105003001015001","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"YES",500,"YES","Calcium Ammonium Nitrate (CAN)",100,"YES","YES","UREA",200,"YES","YES",2,"LITRE","NO",NA,"OWNED",92,0,0,30,0
"1105003001015001","M2","LOAM","AVERAGE","NO","VERY STEEP","NO",2008,1,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",100,"YES","YES","UREA",100,"YES","YES",1,"LITRE","NO",NA,"OWNED",46,0,0,12,0
"1105003001015001","M3","LOAM","AVERAGE","NO","VERY STEEP","NO",2008,1,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",100,"YES","YES","UREA",100,"YES","YES",1,"LITRE","NO",NA,"OWNED",46,0,0,18,0
"1105003001017701","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",50,"YES","YES",20,"LITRE","NO",NA,"OWNED",23,0,0,34,0
"1105003001017701","M2","LOAM","AVERAGE","NO","VERY STEEP","NO",2008,1,"NO",NA,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",50,"YES","YES",20,"LITRE","NO",NA,"OWNED",23,0,0,58,0
"1105003001017701","M3","LOAM","AVERAGE","NO","VERY STEEP","NO",2008,1,"NO",NA,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",50,"YES","YES",20,"LITRE","NO",NA,"OWNED",23,0,0,32,0
"1105018002002101","M1","CLAY","GOOD","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,28,0
"1105018002002101","M2","SANDY","GOOD","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,86,0
"1105018002002101","M3","LOAM","AVERAGE","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,66,0
"1105018002002101","M4","LOAM","AVERAGE","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,84,15
"1105018002002101","M5","OTHER","GOOD","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,13,6
"1105018002004101","M1","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",2007,2,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,66,0
"1105018002004101","M2",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1105018002004101","M3","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,66,0
"1105018002004401","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,95,0
"1105018002007201","M1","LOAM","GOOD","YES","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,142,30
"1105018002007201","M2",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1105018002007201","M3","CLAY","GOOD","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,145,0
"1105018002008601","M1","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,255,0
"1105018002008601","M2","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,105,0
"1105018002008601","M3","LOAM","GOOD","YES","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,255,0
"1105018002011601","M1","LOAM","GOOD","YES","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,900,2
"1105018002011601","M2","LOAM","GOOD","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,476,0
"1105018002011601","M3",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1105018002011601","M4","LOAM","GOOD","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,60,0
"1105018002011601","M5",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1105018002011601","M6",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1105018002015901","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1105018002015901","M2","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1105018002015901","M3","CLAY","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,90,0
"1105018002022001","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,134,0
"1105018002022001","M2","CLAY","AVERAGE","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,42,0
"1105018002022001","M3","LOAM","AVERAGE","NO","VERY STEEP","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,40,0
"1105018002022001","M4","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,106,0
"1105019301000201","M1","LOAM","AVERAGE","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",50,"YES","NO",NA,NA,NA,NA,"OWNED",23,0,0,49,0
"1105019301000201","M2","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,59,0
"1105019301000201","M3",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1105019301000201","M4","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,27,0
"1105019301000701","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",40,"YES","NO",NA,NA,NA,NA,"OWNED",23,0,0,78,0
"1105019301000901","M1","CLAY","GOOD","NO","FLAT TOP","NO",0,NA,"NO",NA,"YES","UREA",100,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",46,0,0,20,0
"1105019301000901","M2",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1105019301000901","M3","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,50,0
"1105019301003001","M1","LOAM","AVERAGE","YES","VERY STEEP","NO",0,NA,"NO",NA,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",50,"YES","NO",NA,NA,NA,NA,"OWNED",23,0,0,104,0
"1105019301003001","M2","LOAM","AVERAGE","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",50,"YES","NO",NA,NA,NA,NA,"OWNED",23,0,0,100,0
"1105019301005201","M1","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",2007,3,"NO",NA,"YES","UREA",100,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",46,0,0,65,8
"1105019301005201","M2","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"YES",100,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,91,0
"1105019301006501","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",50,"NO","YES","Calcium Ammonium Nitrate (CAN)",5,"NO","NO",NA,NA,NA,NA,"OWNED",23,0,0,64,1
"1105019301006501","M2","LOAM","AVERAGE","NO","FLAT TOP","NO",0,NA,"NO",NA,"YES","UREA",50,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",23,0,0,62,1
"1105019301006501","M3","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",25,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",11.5,0,0,17,0
"1105019301006701","M1","CLAY","AVERAGE","YES","VERY STEEP","NO",0,NA,"YES",20,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,64,0
"1105019301006701","M2","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",20,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",9.2,0,0,36,0
"1105019301006701","M3","LOAM","GOOD","NO","FLAT TOP","NO",0,NA,"NO",NA,"YES","UREA",5,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",2.3,0,0,10,0
"1105019301006701","M4",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1106001013001601","M1","SANDY","BAD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"RENTED IN",0,0,0,22,0
"1106001013002901","M1","LOAM","GOOD","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"USED FREE OF CHARGE",0,0,0,60,10
"1106001013003501","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"YES",100,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,125,7
"1106001013004501","M1",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"USED FREE OF CHARGE",0,0,0,0,0
"1106001013004507","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","Di-ammoium   Phosphate (DAP)",8,"NO","YES","UREA",8,"NO","YES",0.1,"MILLILITRE","NO",NA,"OWNED",3.68,0,0,31,3
"1106001013004507","M2","CLAY","GOOD","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","Di-ammoium   Phosphate (DAP)",8,"NO","YES","UREA",8,"NO","YES",0.1,"MILLILITRE","NO",NA,"OWNED",3.68,0,0,30,1
"1106001013005001","M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"RENTED IN",0,0,0,0,0
"1106001013006301","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,10,20
"1106001013006301","M2","SANDY","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",50,"NO","NO",NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,19,37
"1106001013007501","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",150,"NO","NO",NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,53,4
"1106001013007501","M2","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,78,4
"1106002331000901","M1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1106002331000901","M2","LOAM","AVERAGE","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","Di-ammoium   Phosphate (DAP)",100,"NO","YES","UREA",50,"NO","NO",NA,NA,NA,NA,"OWNED",23,0,0,40,0
"1106002331003501","M1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1106002331003501","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",2008,1,"NO",NA,"YES","UREA",50,"NO","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",23,0,0,25,0
"1106002331004509","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,32,2
"1106002331006301","M1","SANDY","BAD","YES","SLIGHTLY SLOPED","NO",0,NA,"YES",500,"YES","UREA",50,"YES","YES","Calcium Ammonium Nitrate (CAN)",50,"YES","NO",NA,NA,NA,NA,"OWNED",23,0,0,167,0
"1106002331006301","M2",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0
"1106002331006301","M3","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","Di-ammoium   Phosphate (DAP)",100,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,50,10
"1106002331007501","M1","SANDY","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",10,"NO","NO",NA,NA,NA,"YES",200,"MILLILITRE","NO",NA,"OWNED",4.6,0,0,4,0
"1106002331008401","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"YES",120,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,24,0
"1106002331009401","M1","LOAM","GOOD","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",5,"NO","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",2.3,0,0,18,0
"1106009307000901","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,40,0
"1106009307000901","M2",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1106009307000901","M3",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1106009307002901","M1",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1106009307003501","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"YES",100,"YES","UREA",50,"NO","NO",NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",23,0,0,97,11
"1106009307004502","M1",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0
"1107006009010601","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",2009,1,"NO",NA,"YES","UREA",25,"YES","NO",NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",11.5,0,0,7,0
"1107006009010601","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","UREA",25,"YES","NO",NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",11.5,0,0,9,0
"1107006009038901","M1","SANDY","GOOD","NO","FLAT BOTTOM","YES",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,63,0
"1107006009038901","M2","CLAY","AVERAGE","NO","FLAT BOTTOM","YES",0,NA,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",50,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,101,0
"1107006009045201","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","UREA",10,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",4.6,0,0,13,2
"1107006009045801","M1","CLAY","GOOD","NO","FLAT BOTTOM","YES",0,NA,"YES",80,"YES","Calcium Ammonium Nitrate (CAN)",38,"NO","YES","UREA",50,"NO","YES",2,"LITRE",NA,NA,"OWNED",23,0,0,4,73
"1107006009047901","M1","LOAM","GOOD","NO","FLAT BOTTOM","YES",0,NA,"NO",NA,"YES","UREA",10,"NO","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",4.6,0,0,27,0
"1107006009047901","M2","LOAM","GOOD","NO","FLAT BOTTOM","YES",0,NA,"NO",NA,"YES","UREA",20,"NO","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"SHARED - OWN",9.2,0,0,22,0
"1107006009050901","M1","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"YES",30,"YES","UREA",50,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",23,0,0,52,0
"1107006009050901","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",300,"YES","UREA",50,"YES","NO",NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",23,0,0,92,0
"1107006009063701","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"YES",500,"MILLILITRE","NO",NA,"OWNED",0,0,0,196,0
"1201003002002801","M1","LOAM","BAD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,32,0
"1201003002002801","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","UREA",200,"YES","YES","Nitrogen Phosphate Potassium (NPK)",350,"YES","YES",10,"LITRE",NA,NA,"OWNED",92,0,0,314,0
"1201003002004201","M1","CLAY","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","Nitrogen Phosphate Potassium (NPK)",300,"NO","YES","Calcium Ammonium Nitrate (CAN)",200,"NO","NO",NA,NA,NA,NA,"OWNED",0,0,0,136,0
"1201003002004201","M2","SANDY","AVERAGE","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","Calcium Ammonium Nitrate (CAN)",350,"NO","YES","UREA",150,"NO","YES",1500,"MILLILITRE",NA,NA,"OWNED",69,0,0,180,0
"1201003002004201","M3","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",50,"NO","YES","Calcium Ammonium Nitrate (CAN)",50,"NO","NO",NA,NA,NA,NA,"OWNED",23,0,0,28,0
