"item_name","region","vill_price_region","dis_price_region","vill_obs_region","dis_obs_region","region_price","tot_obs","vill_price_national","dis_price_national","national_price"
"Eggs","Arusha",279.166666666667,275,1,9,277.083333333333,10,301.032448377581,325.943396226415,313.487922301998
"Firewood","Arusha",304.878048780488,454.073933503836,12,12,379.475991142162,24,219.817453021729,194.512750331348,207.165101676539
"Fresh fish","Arusha",NA,5500,13,11,2750,24,4308.24276872852,5467.12841620296,4887.68559246574
"Fresh milk","Arusha",983.333333333333,1000,1,9,991.666666666667,10,1017.97736589872,960.493827160494,989.235596529609
"Goat meat","Arusha",12895.6,12186.4862745098,2,9,12541.0431372549,11,46552.8776149126,21876.7704854446,34214.8240501786
"Groundnuts","Arusha",2500,2766.66666666667,5,10,2633.33333333333,15,2098.9910969064,2255.35641878727,2177.17375784684
"Irish potatoes","Arusha",888.88888888889,1045.45454545455,10,10,967.171717171718,20,1050.52821663231,1088.20431433649,1069.3662654844
"Kerosine","Arusha",2433.33333333333,2466.66666666667,1,10,2450,11,2682.84276480675,2518.68965517241,2600.76620998958
"Local brews","Arusha",855.824,NA,8,13,427.912,21,598.612139156181,598.677248677249,598.644693916715
"Maize (flour)","Arusha",1200,1100,4,11,1150,15,1209.54602249063,1135.47840418703,1172.51221333883
"Maize (grain)","Arusha",793.75,1162.5,5,9,978.125,14,812.690156154692,1082.85683744992,947.773496802306
"Maize (green, cob)","Arusha",NA,NA,13,13,0,26,1310.55491740499,1186.20274413152,1248.37883076825
"Maize grinding costs","Arusha",100,100,1,9,100,10,98.0525362318841,90.6349206349206,94.3437284334023
"Mangoes","Arusha",777.490229773044,478.571428571428,9,11,628.030829172236,20,1013.69860493884,1056.38187675666,1035.04024084775
"Matches","Arusha",100,100,0,9,100,9,1207.0652173913,193.203883495146,700.134550443225
"Millet (flour)","Arusha",2200,NA,12,13,1100,25,2142.60316672184,2078.86363636364,2110.73340154274
"Millet (grain)","Arusha",1600,2000,11,12,1800,23,1439.60755325732,1524.81378915202,1482.21067120467
"Onions","Arusha",1446.06081668408,1246.25576036866,4,9,1346.15828852637,13,1680.67651840178,1593.73101226816,1637.20376533497
"Papaya","Arusha",1030.92783505155,725.247004414547,12,11,878.087419733048,23,952.214640060211,924.936168205521,938.575404132866
"Peas","Arusha",1625,1550,5,11,1587.5,16,1446.9984054235,1529.54349021765,1488.27094782057
"Rice (husked)","Arusha",2084.61538461538,2050,0,9,2067.30769230769,9,1658.64908787425,1762.2546728972,1710.45188038572
"Rice (paddy)","Arusha",800,NA,12,13,400,25,825.22990063234,947.528011204482,886.378955918411
"Ripe bananas","Arusha",805.036630036631,645.161290322581,8,12,725.098960179606,20,1159.73591893059,1263.97752979233,1211.85672436146
"Salt","Arusha",669.230769230769,650,0,9,659.615384615385,9,1235.30891330891,1365.29100529101,1300.29995929996
"Sorghum (flour)","Arusha",NA,NA,13,13,0,26,1405.71428571429,1611.53846153846,1508.62637362637
"Sorghum (grain)","Arusha",1350,NA,11,13,675,24,1049.91625339986,1240.3701373498,1145.14319537483
"Spinach","Arusha",875.661375661375,1327.6397515528,10,11,1101.65056360709,21,1084.81707718201,1105.99694924771,1095.40701321486
"Sugar","Arusha",2076.92307692308,2000,0,9,2038.46153846154,9,1995.23195876289,2122.22222222222,2058.72709049255
"Sweet potatoes","Arusha",NA,NA,13,13,0,26,641.340624455062,708.234564361971,674.787594408517
"Tea (dry)","Arusha",10000,10000,0,9,10000,9,11976.2991898148,10992.7052114552,11484.502200635
"Tomatoes","Arusha",816.041424176201,1407.70967978848,4,9,1111.87555198234,13,1210.23968988974,1395.78781011438,1303.01375000206
"Yams","Arusha",NA,NA,13,13,0,26,1225.68866243221,1035.54014291719,1130.6144026747
"Batteries","Dar es Salaam",580.508474576271,500,7,63,540.254237288136,70,511.930783242259,468.6,490.265391621129
"Beans","Dar es Salaam",1806.77966101695,1896.52,7,63,1851.64983050847,70,1586.75577425966,1605.29467184722,1596.02522305344
"Beef","Dar es Salaam",5182.14285714286,5666.66666666667,10,63,5424.40476190476,73,5435.78947368421,5766.99029126214,5601.38988247317
"Bread","Dar es Salaam",1865.13409961686,1733.33333333333,8,63,1799.2337164751,71,2308.71778778698,2928.4195211452,2618.56865446609
"Buns","Dar es Salaam",1515.3601256021,1544.56654456655,9,63,1529.96333508432,72,2156.29710193987,1983.21518101564,2069.75614147775
"Cabbage","Dar es Salaam",754.981461012348,553.347135955831,7,63,654.16429848409,70,892.249245294782,902.435212934188,897.342229114485
"Canned milk/powder","Dar es Salaam",20806.1728395062,20833.3333333333,21,63,20819.7530864198,84,21469.474969475,26819.6248196248,24144.5498945499
"Carrot","Dar es Salaam",1349.39471184684,1198.4126984127,7,63,1273.90370512977,70,1456.11494021951,2194.40985053602,1825.26239537776
"Casava (dry)","Dar es Salaam",545.454545454545,NA,65,66,272.727272727273,131,4974.46534171287,930.187580396431,2952.32646105465
"Casava flour","Dar es Salaam",1240.21666666667,1000,30,64,1120.10833333333,94,1050.04025278751,1085.63863152098,1067.83944215425
"Casava fresh","Dar es Salaam",813.533196130019,782.485875706215,33,63,798.009535918117,96,719.301605655338,857.399090899943,788.35034827764
"Charcoal","Dar es Salaam",724.698488469219,716.116009852216,9,63,720.407249160718,72,3166.35754619885,10175.0535887229,6670.70556746085
"Chicken (live)","Dar es Salaam",7589.23810900978,9588.5122410546,37,63,8588.87517503219,100,7638.87002034581,7588.69874719003,7613.78438376792
"Cigarettes","Dar es Salaam",149.568965517241,150,8,63,149.784482758621,71,156.310502283105,148.762376237624,152.536439260364
"Citrus fruits","Dar es Salaam",964.141878469693,730.926779313876,22,63,847.534328891785,85,1058.0883923739,1304.8431288117,1181.4657605928
"Coconuts","Dar es Salaam",1162.26112674472,811.554458613282,7,63,986.907792679,70,1076.04045564752,1697.8724428601,1386.95644925381
"Cocoyams","Dar es Salaam",1160.08513368643,737.967633459437,46,63,949.026383572933,109,1170.37429535603,865.79781428868,1018.08605482236
"Cooking bananas","Dar es Salaam",1017.74350942933,816.569051863169,13,63,917.156280646248,76,2370.65800482614,1038.14481189841,1704.40140836227
"Cooking oil","Dar es Salaam",2920.84186999441,2876.19047619048,7,63,2898.51617309244,70,3132.96519730628,3135.85164835165,3134.40842282897
"Dagaa","Dar es Salaam",4451.6162968387,3633.33333333333,12,63,4042.47481508602,75,3978.72777955805,4867.67047651804,4423.19912803804
"Eggs","Dar es Salaam",295.042678571429,266.666666666667,10,63,280.854672619048,73,301.032448377581,325.943396226415,313.487922301998
"Firewood","Dar es Salaam",284.33552187226,301.003344481605,57,64,292.669433176933,121,219.817453021729,194.512750331348,207.165101676539
"Fresh fish","Dar es Salaam",5534.28634051572,6666.66666666667,34,63,6100.47650359119,97,4308.24276872852,5467.12841620296,4887.68559246574
"Fresh milk","Dar es Salaam",1533.51636363636,1400,55,64,1466.75818181818,119,1017.97736589872,960.493827160494,989.235596529609
"Goat meat","Dar es Salaam",6916.66666666667,7500,60,65,7208.33333333333,125,46552.8776149126,21876.7704854446,34214.8240501786
"Groundnuts","Dar es Salaam",2302.64153846154,2433.33333333333,14,63,2367.98743589744,77,2098.9910969064,2255.35641878727,2177.17375784684
"Irish potatoes","Dar es Salaam",1008.63640326502,1066.66666666667,7,63,1037.65153496584,70,1050.52821663231,1088.20431433649,1069.3662654844
"Kerosine","Dar es Salaam",2307.89241622575,2200,12,64,2253.94620811287,76,2682.84276480675,2518.68965517241,2600.76620998958
"Local brews","Dar es Salaam",944.78,NA,64,66,472.39,130,598.612139156181,598.677248677249,598.644693916715
"Maize (flour)","Dar es Salaam",1206.66666666667,1133.33333333333,6,63,1170,69,1209.54602249063,1135.47840418703,1172.51221333883
"Maize (grain)","Dar es Salaam",1107.89473684211,1200,9,63,1153.94736842105,72,812.690156154692,1082.85683744992,947.773496802306
"Maize (green, cob)","Dar es Salaam",807.465127465128,453.216374269006,61,64,630.340750867067,125,1310.55491740499,1186.20274413152,1248.37883076825
"Maize grinding costs","Dar es Salaam",101.144305555556,125,30,64,113.072152777778,94,98.0525362318841,90.6349206349206,94.3437284334023
"Mangoes","Dar es Salaam",1254.28280697927,738.906926406926,12,63,996.594866693099,75,1013.69860493884,1056.38187675666,1035.04024084775
"Matches","Dar es Salaam",97.4576271186441,100,7,63,98.728813559322,70,1207.0652173913,193.203883495146,700.134550443225
"Millet (flour)","Dar es Salaam",2272.22222222222,1000,24,65,1636.11111111111,89,2142.60316672184,2078.86363636364,2110.73340154274
"Millet (grain)","Dar es Salaam",1506.57894736842,1300,28,64,1403.28947368421,92,1439.60755325732,1524.81378915202,1482.21067120467
"Onions","Dar es Salaam",1639.63028589006,1481.48148148148,7,63,1560.55588368577,70,1680.67651840178,1593.73101226816,1637.20376533497
"Papaya","Dar es Salaam",903.324804582853,516.059738134206,26,63,709.69227135853,89,952.214640060211,924.936168205521,938.575404132866
"Peas","Dar es Salaam",1499.01960784314,1550,15,64,1524.50980392157,79,1446.9984054235,1529.54349021765,1488.27094782057
"Rice (husked)","Dar es Salaam",1766.10169491525,1933.33333333333,7,63,1849.71751412429,70,1658.64908787425,1762.2546728972,1710.45188038572
"Rice (paddy)","Dar es Salaam",1625.755,NA,65,66,812.8775,131,825.22990063234,947.528011204482,886.378955918411
"Ripe bananas","Dar es Salaam",1329.8241608764,1177.77777777778,11,63,1253.80096932709,74,1159.73591893059,1263.97752979233,1211.85672436146
"Salt","Dar es Salaam",718.290169491525,666.666666666667,7,63,692.478418079096,70,1235.30891330891,1365.29100529101,1300.29995929996
"Sorghum (flour)","Dar es Salaam",1426.03777777778,NA,57,66,713.018888888889,123,1405.71428571429,1611.53846153846,1508.62637362637
"Sorghum (grain)","Dar es Salaam",1072.439,1233.33333333333,26,63,1152.88616666667,89,1049.91625339986,1240.3701373498,1145.14319537483
"Spinach","Dar es Salaam",795.70646845633,551.912568306011,9,63,673.809518381171,72,1084.81707718201,1105.99694924771,1095.40701321486
"Sugar","Dar es Salaam",1872.41379310345,1933.33333333333,8,63,1902.87356321839,71,1995.23195876289,2122.22222222222,2058.72709049255
"Sweet potatoes","Dar es Salaam",796.381661687634,711.100493709189,38,63,753.741077698411,101,641.340624455062,708.234564361971,674.787594408517
"Tea (dry)","Dar es Salaam",9936.7816091954,10000,8,63,9968.3908045977,71,11976.2991898148,10992.7052114552,11484.502200635
"Tomatoes","Dar es Salaam",1094.9756096835,1035.11303511304,7,63,1065.04432239827,70,1210.23968988974,1395.78781011438,1303.01375000206
"Yams","Dar es Salaam",1073.11586051744,NA,64,66,536.557930258718,130,1225.68866243221,1035.54014291719,1130.6144026747
"Batteries","Dodoma",636.363636363636,560,0,6,598.181818181818,6,511.930783242259,468.6,490.265391621129
"Beans","Dodoma",1600,1648.956,0,6,1624.478,6,1586.75577425966,1605.29467184722,1596.02522305344
"Beef","Dodoma",4636.36363636364,5200,0,6,4918.18181818182,6,5435.78947368421,5766.99029126214,5601.38988247317
"Bread","Dodoma",2000,4451.51,9,7,3225.755,16,2308.71778778698,2928.4195211452,2618.56865446609
"Buns","Dodoma",1435.82065727006,2154.28444504185,1,6,1795.05255115596,7,2156.29710193987,1983.21518101564,2069.75614147775
"Cabbage","Dodoma",992.296591634856,774.500518492914,6,6,883.398555063885,12,892.249245294782,902.435212934188,897.342229114485
"Canned milk/powder","Dodoma",23750,22812.5,10,7,23281.25,17,21469.474969475,26819.6248196248,24144.5498945499
"Carrot","Dodoma",2833.22534883721,2268.13186813187,9,6,2550.67860848454,15,1456.11494021951,2194.40985053602,1825.26239537776
"Casava (dry)","Dodoma",NA,NA,11,11,0,22,4974.46534171287,930.187580396431,2952.32646105465
"Casava flour","Dodoma",NA,NA,11,11,0,22,1050.04025278751,1085.63863152098,1067.83944215425
"Casava fresh","Dodoma",1064.58914483924,1237.9543260744,6,7,1151.27173545682,13,719.301605655338,857.399090899943,788.35034827764
"Charcoal","Dodoma",314.025085714286,424.238571428571,1,6,369.131828571429,7,3166.35754619885,10175.0535887229,6670.70556746085
"Chicken (live)","Dodoma",3703.30578512397,4746.66666666667,0,6,4224.98622589532,6,7638.87002034581,7588.69874719003,7613.78438376792
"Cigarettes","Dodoma",145.454545454545,150,0,6,147.727272727273,6,156.310502283105,148.762376237624,152.536439260364
"Citrus fruits","Dodoma",1025.26527679345,740.740740740741,7,10,883.003008767094,17,1058.0883923739,1304.8431288117,1181.4657605928
"Coconuts","Dodoma",1479.67479674797,1255.96695944558,9,7,1367.82087809677,16,1076.04045564752,1697.8724428601,1386.95644925381
"Cocoyams","Dodoma",NA,NA,11,11,0,22,1170.37429535603,865.79781428868,1018.08605482236
"Cooking bananas","Dodoma",1810.00732600733,1478.48008079,8,6,1644.24370339866,14,2370.65800482614,1038.14481189841,1704.40140836227
"Cooking oil","Dodoma",3336.36363636364,3100,0,6,3218.18181818182,6,3132.96519730628,3135.85164835165,3134.40842282897
"Dagaa","Dodoma",4409.09090909091,4400,0,6,4404.54545454545,6,3978.72777955805,4867.67047651804,4423.19912803804
"Eggs","Dodoma",227.272727272727,290,0,6,258.636363636364,6,301.032448377581,325.943396226415,313.487922301998
"Firewood","Dodoma",122.712310902452,129.333333333333,0,6,126.022822117893,6,219.817453021729,194.512750331348,207.165101676539
"Fresh fish","Dodoma",3703.7037037037,6000,8,8,4851.85185185185,16,4308.24276872852,5467.12841620296,4887.68559246574
"Fresh milk","Dodoma",650,860,1,6,755,7,1017.97736589872,960.493827160494,989.235596529609
"Goat meat","Dodoma",3831.41818181818,2950,0,6,3390.70909090909,6,46552.8776149126,21876.7704854446,34214.8240501786
"Groundnuts","Dodoma",1831.01333333333,1840,2,6,1835.50666666667,8,2098.9910969064,2255.35641878727,2177.17375784684
"Irish potatoes","Dodoma",638.563789152025,846.666666666667,6,6,742.615227909346,12,1050.52821663231,1088.20431433649,1069.3662654844
"Kerosine","Dodoma",2570.82909090909,2557.912,0,6,2564.37054545455,6,2682.84276480675,2518.68965517241,2600.76620998958
"Local brews","Dodoma",377.272727272727,480,0,6,428.636363636364,6,598.612139156181,598.677248677249,598.644693916715
"Maize (flour)","Dodoma",970,960,1,6,965,7,1209.54602249063,1135.47840418703,1172.51221333883
"Maize (grain)","Dodoma",595.138888888889,1020.03644444444,1,6,807.587666666667,7,812.690156154692,1082.85683744992,947.773496802306
"Maize (green, cob)","Dodoma",1694.91525423729,1667.12975826619,10,9,1681.02250625174,19,1310.55491740499,1186.20274413152,1248.37883076825
"Maize grinding costs","Dodoma",58.7373737373737,49.6666666666667,0,6,54.2020202020202,6,98.0525362318841,90.6349206349206,94.3437284334023
"Mangoes","Dodoma",1384.09290774916,1512.25394940224,6,7,1448.1734285757,13,1013.69860493884,1056.38187675666,1035.04024084775
"Matches","Dodoma",100,100,0,6,100,6,1207.0652173913,193.203883495146,700.134550443225
"Millet (flour)","Dodoma",NA,NA,11,11,0,22,2142.60316672184,2078.86363636364,2110.73340154274
"Millet (grain)","Dodoma",1650,1450,9,7,1550,16,1439.60755325732,1524.81378915202,1482.21067120467
"Onions","Dodoma",1869.2845028002,1529.74778844344,1,6,1699.51614562182,7,1680.67651840178,1593.73101226816,1637.20376533497
"Papaya","Dodoma",1076.60718361449,1275.58279516049,8,7,1176.09498938749,15,952.214640060211,924.936168205521,938.575404132866
"Peas","Dodoma",1457.14285714286,1050,4,7,1253.57142857143,11,1446.9984054235,1529.54349021765,1488.27094782057
"Rice (husked)","Dodoma",2072.72727272727,1960,0,6,2016.36363636364,6,1658.64908787425,1762.2546728972,1710.45188038572
"Rice (paddy)","Dodoma",428.571428571428,500,9,10,464.285714285714,19,825.22990063234,947.528011204482,886.378955918411
"Ripe bananas","Dodoma",1058.76865671642,1587.30158730159,9,10,1323.03512200901,19,1159.73591893059,1263.97752979233,1211.85672436146
"Salt","Dodoma",1252.14753246753,1471.648,0,6,1361.89776623377,6,1235.30891330891,1365.29100529101,1300.29995929996
"Sorghum (flour)","Dodoma",NA,NA,11,11,0,22,1405.71428571429,1611.53846153846,1508.62637362637
"Sorghum (grain)","Dodoma",600,1000,3,7,800,10,1049.91625339986,1240.3701373498,1145.14319537483
"Spinach","Dodoma",1299.88546819539,1838.82790572178,5,6,1569.35668695859,11,1084.81707718201,1105.99694924771,1095.40701321486
"Sugar","Dodoma",2118.18181818182,1920,0,6,2019.09090909091,6,1995.23195876289,2122.22222222222,2058.72709049255
"Sweet potatoes","Dodoma",659.739554243359,1088.11044005336,8,7,873.924997148361,15,641.340624455062,708.234564361971,674.787594408517
"Tea (dry)","Dodoma",10000,10000,0,6,10000,6,11976.2991898148,10992.7052114552,11484.502200635
"Tomatoes","Dodoma",1381.67836097009,1121.88683082174,0,6,1251.78259589591,6,1210.23968988974,1395.78781011438,1303.01375000206
"Yams","Dodoma",NA,1261.03404791929,11,10,630.517023959645,21,1225.68866243221,1035.54014291719,1130.6144026747
"Batteries","Iringa",528.125,502.380952380952,0,9,515.252976190476,9,511.930783242259,468.6,490.265391621129
"Beans","Iringa",1532.63733333333,1704.90571428571,1,9,1618.77152380952,10,1586.75577425966,1605.29467184722,1596.02522305344
"Beef","Iringa",5357.14285714286,5142.85714285714,2,9,5250,11,5435.78947368421,5766.99029126214,5601.38988247317
"Bread","Iringa",2000,2750.92592592593,12,10,2375.46296296296,22,2308.71778778698,2928.4195211452,2618.56865446609
"Buns","Iringa",1914.04878910917,1982.84408278801,3,10,1948.44643594859,13,2156.29710193987,1983.21518101564,2069.75614147775
"Cabbage","Iringa",439.278071411614,553.49548112706,7,11,496.386776269337,18,892.249245294782,902.435212934188,897.342229114485
"Canned milk/powder","Iringa",25000,24328.7037037037,14,10,24664.3518518519,24,21469.474969475,26819.6248196248,24144.5498945499
"Carrot","Iringa",1444.73995271868,1549.40119760479,10,10,1497.07057516173,20,1456.11494021951,2194.40985053602,1825.26239537776
"Casava (dry)","Iringa",NA,600,16,15,300,31,4974.46534171287,930.187580396431,2952.32646105465
"Casava flour","Iringa",1000,1142.85714285714,15,15,1071.42857142857,30,1050.04025278751,1085.63863152098,1067.83944215425
"Casava fresh","Iringa",647.020300328519,607.843137254902,10,14,627.43171879171,24,719.301605655338,857.399090899943,788.35034827764
"Charcoal","Iringa",325.504121799888,492.362724994304,4,11,408.933423397096,15,3166.35754619885,10175.0535887229,6670.70556746085
"Chicken (live)","Iringa",7110.44162504162,8585.26077097506,2,10,7847.85119800834,12,7638.87002034581,7588.69874719003,7613.78438376792
"Cigarettes","Iringa",150,150,0,9,150,9,156.310502283105,148.762376237624,152.536439260364
"Citrus fruits","Iringa",1526.90281038758,1202.52499167311,11,9,1364.71390103035,20,1058.0883923739,1304.8431288117,1181.4657605928
"Coconuts","Iringa",1450.39139519143,1936.54456777874,12,10,1693.46798148509,22,1076.04045564752,1697.8724428601,1386.95644925381
"Cocoyams","Iringa",1079.54545454545,NA,14,16,539.772727272727,30,1170.37429535603,865.79781428868,1018.08605482236
"Cooking bananas","Iringa",977.276084613041,963.235572293739,10,10,970.25582845339,20,2370.65800482614,1038.14481189841,1704.40140836227
"Cooking oil","Iringa",3497.42063492063,3427.08,0,9,3462.25031746032,9,3132.96519730628,3135.85164835165,3134.40842282897
"Dagaa","Iringa",4223.96147360003,4988.53615520282,1,9,4606.24881440143,10,3978.72777955805,4867.67047651804,4423.19912803804
"Eggs","Iringa",282.142857142857,292.857142857143,2,9,287.5,11,301.032448377581,325.943396226415,313.487922301998
"Firewood","Iringa",115.728304061637,119.264705882353,7,12,117.496504971995,19,219.817453021729,194.512750331348,207.165101676539
"Fresh fish","Iringa",3815.70512820513,7083.33333333333,12,10,5449.51923076923,22,4308.24276872852,5467.12841620296,4887.68559246574
"Fresh milk","Iringa",842.857142857143,933.333333333333,2,10,888.095238095238,12,1017.97736589872,960.493827160494,989.235596529609
"Goat meat","Iringa",3425.54112554113,3587.63197586727,5,11,3506.5865507042,16,46552.8776149126,21876.7704854446,34214.8240501786
"Groundnuts","Iringa",1860.60606060606,2285.71428571429,5,9,2073.16017316017,14,2098.9910969064,2255.35641878727,2177.17375784684
"Irish potatoes","Iringa",528.643578643579,712.018140589569,5,9,620.330859616574,14,1050.52821663231,1088.20431433649,1069.3662654844
"Kerosine","Iringa",2933.33333333333,2707.14285714286,1,10,2820.2380952381,11,2682.84276480675,2518.68965517241,2600.76620998958
"Local brews","Iringa",513.333333333333,550,1,10,531.666666666667,11,598.612139156181,598.677248677249,598.644693916715
"Maize (flour)","Iringa",1218.18181818182,1142.85714285714,5,9,1180.51948051948,14,1209.54602249063,1135.47840418703,1172.51221333883
"Maize (grain)","Iringa",527.18253968254,859.259259259259,2,10,693.2208994709,12,812.690156154692,1082.85683744992,947.773496802306
"Maize (green, cob)","Iringa",1136.26839262432,1083.00150829563,12,11,1109.63495045997,23,1310.55491740499,1186.20274413152,1248.37883076825
"Maize grinding costs","Iringa",67.3663541666667,50.9259259259259,0,10,59.1461400462963,10,98.0525362318841,90.6349206349206,94.3437284334023
"Mangoes","Iringa",727.688996502556,869.93187669126,11,10,798.810436596908,21,1013.69860493884,1056.38187675666,1035.04024084775
"Matches","Iringa",96.875,100,0,9,98.4375,9,1207.0652173913,193.203883495146,700.134550443225
"Millet (flour)","Iringa",1500,3000,15,14,2250,29,2142.60316672184,2078.86363636364,2110.73340154274
"Millet (grain)","Iringa",1277.27272727273,1357.14285714286,5,9,1317.20779220779,14,1439.60755325732,1524.81378915202,1482.21067120467
"Onions","Iringa",1663.70381355065,1357.33734370872,2,9,1510.52057862969,11,1680.67651840178,1593.73101226816,1637.20376533497
"Papaya","Iringa",753.790475715609,1148.4962406015,13,13,951.143358158556,26,952.214640060211,924.936168205521,938.575404132866
"Peas","Iringa",1217.23272727273,1547.76285714286,5,9,1382.49779220779,14,1446.9984054235,1529.54349021765,1488.27094782057
"Rice (husked)","Iringa",1911.65413533835,1804.28571428571,2,9,1857.96992481203,11,1658.64908787425,1762.2546728972,1710.45188038572
"Rice (paddy)","Iringa",NA,NA,16,16,0,32,825.22990063234,947.528011204482,886.378955918411
"Ripe bananas","Iringa",990.938641018791,960.24551793002,12,10,975.592079474406,22,1159.73591893059,1263.97752979233,1211.85672436146
"Salt","Iringa",830.5975,785.714285714286,0,9,808.155892857143,9,1235.30891330891,1365.29100529101,1300.29995929996
"Sorghum (flour)","Iringa",NA,NA,16,16,0,32,1405.71428571429,1611.53846153846,1508.62637362637
"Sorghum (grain)","Iringa",1254.85333333333,1750,13,12,1502.42666666667,25,1049.91625339986,1240.3701373498,1145.14319537483
"Spinach","Iringa",951.040345683473,1126.62049989319,6,10,1038.83042278833,16,1084.81707718201,1105.99694924771,1095.40701321486
"Sugar","Iringa",2180,2000,1,9,2090,10,1995.23195876289,2122.22222222222,2058.72709049255
"Sweet potatoes","Iringa",545.420256523498,981.25,9,14,763.335128261749,23,641.340624455062,708.234564361971,674.787594408517
"Tea (dry)","Iringa",9312.5,10000,0,9,9656.25,9,11976.2991898148,10992.7052114552,11484.502200635
"Tomatoes","Iringa",819.665982838339,936.407996011779,2,9,878.036989425059,11,1210.23968988974,1395.78781011438,1303.01375000206
"Yams","Iringa",666.666666666667,NA,15,16,333.333333333333,31,1225.68866243221,1035.54014291719,1130.6144026747
"Batteries","Kagera",444.444444444444,512.5,6,11,478.472222222222,17,511.930783242259,468.6,490.265391621129
"Beans","Kagera",1230.55555555556,1300,3,10,1265.27777777778,13,1586.75577425966,1605.29467184722,1596.02522305344
"Beef","Kagera",3800,3700,10,10,3750,20,5435.78947368421,5766.99029126214,5601.38988247317
"Bread","Kagera",2000,2466.66666666667,10,12,2233.33333333333,22,2308.71778778698,2928.4195211452,2618.56865446609
"Buns","Kagera",1713.402365173,1155.84935897436,3,11,1434.62586207368,14,2156.29710193987,1983.21518101564,2069.75614147775
"Cabbage","Kagera",1031.62202380952,490.769230769231,11,10,761.195627289378,21,892.249245294782,902.435212934188,897.342229114485
"Canned milk/powder","Kagera",NA,21666.6666666666,15,13,10833.3333333333,28,21469.474969475,26819.6248196248,24144.5498945499
"Carrot","Kagera",1666.66666666667,1826.50273224044,14,11,1746.58469945355,25,1456.11494021951,2194.40985053602,1825.26239537776
"Casava (dry)","Kagera",483.870967741935,742.156862745098,14,13,613.013915243517,27,4974.46534171287,930.187580396431,2952.32646105465
"Casava flour","Kagera",800,1200,13,10,1000,23,1050.04025278751,1085.63863152098,1067.83944215425
"Casava fresh","Kagera",1000,339.912280701755,14,13,669.956140350877,27,719.301605655338,857.399090899943,788.35034827764
"Charcoal","Kagera",425.225225225225,300,13,14,362.612612612613,27,3166.35754619885,10175.0535887229,6670.70556746085
"Chicken (live)","Kagera",NA,7317.62065095398,15,12,3658.81032547699,27,7638.87002034581,7588.69874719003,7613.78438376792
"Cigarettes","Kagera",124.285714285714,150,8,10,137.142857142857,18,156.310502283105,148.762376237624,152.536439260364
"Citrus fruits","Kagera",592.948717948718,1077.86251105217,13,11,835.405614500442,24,1058.0883923739,1304.8431288117,1181.4657605928
"Coconuts","Kagera",NA,3144.80402930403,15,12,1572.40201465202,27,1076.04045564752,1697.8724428601,1386.95644925381
"Cocoyams","Kagera",866.545893719807,665.446088464381,13,11,765.995991092094,24,1170.37429535603,865.79781428868,1018.08605482236
"Cooking bananas","Kagera",629.310344827586,788.690476190477,11,11,709.000410509032,22,2370.65800482614,1038.14481189841,1704.40140836227
