"hhid","plotnum","hir.lab.days","fam.lab.days","area.est","area.gps","plot.dist","soil","soilq","eroscont","erosion","irrigation","slope","ownership","land.title","cultivate","pest","pest.kg","pest.unit","pest.type","pest.price","org.fert","org.fert.kg","org.fert.price","fert.type","fert","fert.kg","fert.price","N_share","P_share","K_share","nitrogen.kg","phosphorous.kg","potassium.kg","plot.value","maize.price","maize.value","output.kg.old","output.kg.new","maize.share","crop.count","beans","cash.crop","total.plot","inter.crop","seed.type","soh","aoh","hh.size","own.sh","rent.sh","plots","plot.missing","region","year","voucher"
5040053030054,"M1",0,0,0.40468564224,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73199.9999999999,508.333333333333,73199.9999999999,144,144,100,1,FALSE,FALSE,"NO","NO","TRADITIONAL","Male",57,1,6000,0,3,"NO","Morogoro",2008,NA
5040053030054,"M2",0,17,0.5058570528,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",57,1,6000,0,3,"NO","Morogoro",2008,NA
5040053030054,"M3",0,9,0.70819987392,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",57,1,6000,0,3,"NO","Morogoro",2008,NA
5040053030055,"M1",0,5,0.10117141056,0.0584999999999999,0.5,"Loam","Average","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,29390.9090909091,508.333333333333,18300,36,57.8181818181818,62.2641509433962,2,TRUE,FALSE,"YES","YES","TRADITIONAL","Female",38,3,1000,0,1,"NO","Morogoro",2008,NA
5040070020025,"M1",0,0,1.21405692672,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",39,6,47000,0,2,"YES","Morogoro",2008,NA
5040070020025,"M2",9,46,0.40468564224,NA,NA,"Loam","Good","YES","YES","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,163590.909090909,508.333333333333,152500,300,321.818181818182,93.2203389830508,2,TRUE,FALSE,"YES","YES","TRADITIONAL","Male",39,6,47000,0,2,"YES","Morogoro",2008,NA
5040070020071,"M1",3,24,0.20234282112,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,83171.4285714284,508.333333333333,36600,72,163.615925058548,44.0054963929922,2,FALSE,FALSE,"YES","YES","TRADITIONAL","Female",42,5,1500,0,2,"NO","Morogoro",2008,NA
5040070020071,"M2",0,63,0.60702846336,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,96246.8252451476,508.333333333333,54900,108,189.3380168757,57.040842500691,2,FALSE,FALSE,"NO","YES","TRADITIONAL","Female",42,5,1500,0,2,"NO","Morogoro",2008,NA
5040070020144,"M1",6,184,0.60702846336,NA,NA,"Clay","Average","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,174681.818181818,508.333333333333,152500,300,343.636363636364,87.3015873015873,2,TRUE,FALSE,"YES","YES","TRADITIONAL","Male",39,5,12000,0,1,"NO","Morogoro",2008,NA
5040070020157,"M1",0,15,0.20234282112,0.1358,0,"Clay","Average","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,508.333333333333,30500,60,NA,NA,2,TRUE,FALSE,"NO","YES","IMPROVED","Female",65,4,1000,0,1,"NO","Morogoro",2008,NA
5040070020369,"M1",0,0,0.30351423168,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",22,2,3500,0,2,"YES","Morogoro",2008,NA
5040070020369,"M2",0,91,0.30351423168,NA,NA,"Sandy","Average","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,30500,508.333333333333,30500,60,60,100,1,FALSE,FALSE,"YES","YES","IMPROVED","Female",22,2,3500,0,2,"YES","Morogoro",2008,NA
5040070020407,"M1",0,0,0.0202342824135143,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",67,5,48000,0,3,"YES","Morogoro",2008,NA
5040070020407,"M2",0,62,0.30351423168,NA,NA,"Loam","Good","YES","YES","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,95196.9696969697,508.333333333333,50833.3333333333,100,187.272727272727,53.3980582524271,2,TRUE,FALSE,"YES","YES","TRADITIONAL","Male",67,5,48000,0,3,"YES","Morogoro",2008,NA
5040070020407,"M3",0,0,0.30351423168,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",67,5,48000,0,3,"YES","Morogoro",2008,NA
5040070020505,"M1",18,50,0.40468564224,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,203333.333333333,508.333333333333,203333.333333333,400,400,100,1,FALSE,FALSE,"YES","YES","TRADITIONAL","Male",37,7,128000,0,3,"YES","Morogoro",2008,NA
5040070020505,"M2",24,92,0.80937128448,NA,NA,"Loam","Good","YES","YES","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,218095.238095238,508.333333333333,101666.666666667,200,429.039812646369,46.6157205240175,2,FALSE,FALSE,"NO","YES","TRADITIONAL","Male",37,7,128000,0,3,"YES","Morogoro",2008,NA
5040070020505,"M3",0,0,0.60702846336,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",37,7,128000,0,3,"YES","Morogoro",2008,NA
5040070020755,"M1",2,90,0.10117141056,0.262,0,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",34,7,800,0,4,"YES","Morogoro",2008,NA
5040070020755,"M2",0,83,0.60702846336,0.579799999999999,0.6,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,274500,508.333333333333,274500,540,540,100,1,FALSE,FALSE,"YES","YES","TRADITIONAL","Male",34,7,800,0,4,"YES","Morogoro",2008,NA
5040070020755,"M3",0,0,0.40468564224,0.452299999999999,1.1,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",34,7,800,0,4,"YES","Morogoro",2008,NA
5040070020755,"M4",0,21,0.30351423168,0.232,0.4,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",34,7,800,0,4,"YES","Morogoro",2008,NA
5050020180048,"M1",14,64,2.0234282112,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","YES",0.005,"MILLILITRE","Pesticide",50000,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",37,4,32000,0,1,"NO","Morogoro",2008,NA
5050020180068,"M1",0,47,12.1405692672,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,237920.094740211,508.333333333333,152500,300,468.039530636482,64.0971499975725,2,FALSE,FALSE,"NO","YES","TRADITIONAL","Male",32,2,70000,0,1,"NO","Morogoro",2008,NA
5050090010021,"M1",0,30,0.10117141056,0.575199999999999,0,"Sandy","Average","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",60,4,129600,0,3,"NO","Morogoro",2008,NA
5050090010021,"M2",0,32,0.30351423168,0.1675,1.3,"Loam","Good","NO","NO","NO","Flat top","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",60,4,129600,0,3,"NO","Morogoro",2008,NA
5050090010021,"M3",31,32,0.5058570528,0.3282,1,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",60,4,129600,0,3,"NO","Morogoro",2008,NA
5050090010029,"M1",0,42,0.40468564224,0.2455,0.9,"Loam","Good","NO","NO","NO","Slightly sloped","Rented in",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",52,5,27000,0,1,"NO","Morogoro",2008,NA
5050090010033,"M1",21,65,0.30351423168,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Used free of charge",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",20,2,27000,0,2,"NO","Morogoro",2008,NA
5050090010033,"M2",0,28,0.20234282112,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",20,2,27000,0,2,"NO","Morogoro",2008,NA
5050090010047,"M1",0,24,0.10117141056,NA,NA,"Loam","Average","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,20333.3333333333,508.333333333333,20333.3333333333,40,40,100,1,FALSE,FALSE,"YES","YES","TRADITIONAL","Male",50,2,12000,0,4,"YES","Morogoro",2008,NA
5050090010047,"M2",0,0,0.5058570528,NA,NA,"Loam","Average","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",50,2,12000,0,4,"YES","Morogoro",2008,NA
5050090010047,"M3",0,0,0.40468564224,NA,NA,NA,NA,NA,NA,NA,NA,"Used free of charge",NA,"NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",50,2,12000,0,4,"YES","Morogoro",2008,NA
5050090010047,"M4",12,148,1.61874256896,NA,NA,"Loam","Average","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,10166.6666666667,508.333333333333,10166.6666666667,20,20,100,1,FALSE,FALSE,"NO","YES","TRADITIONAL","Male",50,2,12000,0,4,"YES","Morogoro",2008,NA
5050090010065,"M1",0,65,0.40468564224,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",44,4,9500,0,2,"NO","Morogoro",2008,NA
5050090010065,"M2",0,39,0.60702846336,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,40666.6666666666,508.333333333333,40666.6666666666,80,80,100,1,FALSE,FALSE,"YES","NO","TRADITIONAL","Female",44,4,9500,0,2,"NO","Morogoro",2008,NA
5050090010081,"M1",0,120,1.21405692672,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,508.333333333333,NA,NA,NA,NA,1,FALSE,FALSE,NA,NA,"TRADITIONAL","Female",50,5,36000,0,2,"NO","Morogoro",2008,NA
5050090010081,"M2",0,10,0.40468564224,NA,NA,"Clay","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",50,5,36000,0,2,"NO","Morogoro",2008,NA
5050090010094,"M1",0,61,0.40468564224,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,30500,508.333333333333,30500,60,60,100,1,FALSE,FALSE,"YES","YES","TRADITIONAL","Female",29,2,2600,0,2,"NO","Morogoro",2008,NA
5050090010094,"M2",0,60,0.40468564224,NA,NA,"Clay","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",29,2,2600,0,2,"NO","Morogoro",2008,NA
5050090010133,"M1",0,10,0.20234282112,NA,NA,"Loam","Average","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",24,3,8000,0,2,"NO","Morogoro",2008,NA
5050090010133,"M2",6,40,0.40468564224,NA,NA,"Clay","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",24,3,8000,0,2,"NO","Morogoro",2008,NA
5050093330003,"M1",0,30,0.80937128448,0.819899999999999,1.2,"Loam","Average","YES","YES","NO","Flat bottom","Used free of charge",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,508.333333333333,NA,NA,NA,NA,1,FALSE,FALSE,"YES","NO","IMPROVED","Male",66,1,32000,0,1,"NO","Morogoro",2008,NA
5050093330036,"M1",7,13,0.80937128448,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Rented in",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,305000,508.333333333333,305000,600,600,100,1,FALSE,FALSE,"YES","NO","TRADITIONAL","Male",56,8,22500,0,1,"NO","Morogoro",2008,NA
5050093330042,"M1",1,34,0.40468564224,NA,NA,"Loam","Average","NO","NO","NO","Slightly sloped","Rented in",NA,"YES","NO",0,NA,NA,0,"NO",0,0,"UREA","YES",8,4000,46,NA,NA,3.68,NA,NA,15250,508.333333333333,15250,30,30,100,1,FALSE,FALSE,"YES","NO","TRADITIONAL","Male",39,5,4000,0,1,"NO","Morogoro",2008,NA
5050193140036,"M1",0,14,0.10117141056,0.0604999999999999,0,"Loam","Bad","NO","NO","NO","Flat bottom","Owned","YES","YES","NO",0,NA,NA,0,"YES",200,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,9149.99999999999,508.333333333333,9149.99999999999,18,18,100,1,FALSE,FALSE,"YES","YES","TRADITIONAL","Female",25,2,2500,0,1,"NO","Morogoro",2008,NA
5050193140039,"M1",0,0,0.80937128448,NA,NA,NA,NA,NA,NA,NA,NA,"Rented in",NA,"NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",50,8,128000,0,1,"YES","Morogoro",2008,NA
5050193140044,"M1",26,8,1.61874256896,NA,NA,"Loam","Average","NO","NO","NO","Flat bottom","Used free of charge",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,38125,508.333333333333,38125,75,75,100,1,FALSE,FALSE,"YES","NO","IMPROVED","Male",36,8,0,0,1,"NO","Morogoro",2008,NA
5050193140059,"M1",0,21,0.30351423168,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Used free of charge",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",35,4,5000,0,2,"YES","Morogoro",2008,NA
5050193140059,"M2",0,0,0.40468564224,NA,NA,NA,NA,NA,NA,NA,NA,"Rented in",NA,"NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",35,4,5000,0,2,"YES","Morogoro",2008,NA
5050193140065,"M1",0,0,0.20234282112,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","YES","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",48,6,0,0,1,"YES","Morogoro",2008,NA
5060080060006,"M1",0,107,3.27795385651932,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,1052822.75081716,508.333333333333,914999.999999999,1800,2071.126722919,86.9092161325174,2,FALSE,FALSE,"NO","YES","IMPROVED","Male",34,5,64000,0,1,"NO","Morogoro",2008,NA
5060080060055,"M1",0,16,0.40468564224,NA,NA,"Loam","Average","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",31,4,4000,0,1,"NO","Morogoro",2008,NA
5060080060114,"M1",0,132,4.0468564224,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,398880.555024683,508.333333333333,254166.666666666,500,784.683059064951,63.7199942351009,2,FALSE,FALSE,"NO","NO","TRADITIONAL","Male",89,5,48000,0,1,"NO","Morogoro",2008,NA
5060080060116,"M1",0,105,0.80937128448,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Rented in",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,118139.18330132,508.333333333333,109800,216,232.404950756695,92.9412214742922,2,FALSE,FALSE,"YES","YES","TRADITIONAL","Female",42,6,27000,0,2,"NO","Morogoro",2008,NA
5060080060116,"M2",0,48,0.40468564224,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Rented in",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",42,6,27000,0,2,"NO","Morogoro",2008,NA
5060080060158,"M1",4,25,0.40468564224,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Rented in",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,279625.19737544,508.333333333333,101666.666666667,200,550.08235549267,36.3581921875815,2,FALSE,FALSE,"YES","YES","TRADITIONAL","Male",33,1,10000,0,1,"NO","Morogoro",2008,NA
5060080060168,"M1",44,72,3.64217078016,5.65879999999999,0,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,107178843.957526,508.333333333333,427000,840,210843.627457428,0.398399520122849,4,FALSE,TRUE,"NO","YES","TRADITIONAL","Male",67,7,900000,140000,2,"NO","Morogoro",2008,NA
5060080060168,"M2",0,27,0.40468564224,0.1369,0.2,"Loam","Average","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",67,7,900000,140000,2,"NO","Morogoro",2008,NA
5060080060193,"M1",0,30,0.40468564224,NA,NA,"Clay","Good","NO","NO","NO","Flat top","Used free of charge",NA,"YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,45750,508.333333333333,45750,90,90,100,1,FALSE,FALSE,"YES","NO","TRADITIONAL","Female",24,3,4000,0,1,"NO","Morogoro",2008,NA
5060080060303,"M1",0,116,1.61874256896,NA,NA,"Sandy","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,127083.333333333,508.333333333333,127083.333333333,250,250,100,1,FALSE,FALSE,"YES","NO","TRADITIONAL","Male",37,4,10000,0,2,"YES","Morogoro",2008,NA
5060080060303,"M2",0,0,0.165921111871131,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",37,4,10000,0,2,"YES","Morogoro",2008,NA
5060090030092,"M1",0,404,1.21405692672,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,511021.544919805,508.333333333333,320250,630,1005.28828508814,62.668590626694,2,FALSE,FALSE,"NO","YES","TRADITIONAL","Male",41,8,22500,0,3,"NO","Morogoro",2008,NA
5060090030092,"M2",0,249,2.0234282112,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,662506.303689475,508.333333333333,658800,1296,1303.2910892252,99.4405632567063,2,FALSE,FALSE,"NO","YES","TRADITIONAL","Male",41,8,22500,0,3,"NO","Morogoro",2008,NA
5060090030092,"M3",0,156,1.61874256896,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",41,8,22500,0,3,"NO","Morogoro",2008,NA
5060090030175,"M1",0,94,2.42811385344,NA,NA,"Loam","Good","NO","NO","NO","Slightly sloped","Owned","YES","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,320250,508.333333333333,320250,630,630,100,1,FALSE,FALSE,"NO","NO","TRADITIONAL","Male",36,7,90000,0,3,"NO","Morogoro",2008,NA
5060090030175,"M2",42,0,0.60702846336,NA,NA,"Clay","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,320250,508.333333333333,320250,630,630,100,1,FALSE,FALSE,"YES","NO","TRADITIONAL","Male",36,7,90000,0,3,"NO","Morogoro",2008,NA
5060090030175,"M3",60,0,0.80937128448,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,960749.999999999,508.333333333333,960749.999999999,1890,1890,100,1,FALSE,FALSE,"YES","NO","TRADITIONAL","Male",36,7,90000,0,3,"NO","Morogoro",2008,NA
5060090030188,"M1",0,0,1.61874256896,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",37,1,4000,0,1,"YES","Morogoro",2008,NA
5060090030192,"M1",0,95,1.21405692672,NA,NA,"Loam","Good","NO","NO","NO","Flat bottom","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,219600,508.333333333333,219600,432,432,100,1,FALSE,FALSE,"NO","NO","TRADITIONAL","Male",48,5,6400,0,2,"YES","Morogoro",2008,NA
5060090030192,"M2",0,0,1.61874256896,NA,NA,NA,NA,NA,NA,NA,NA,"Owned","NO","NO",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",48,5,6400,0,2,"YES","Morogoro",2008,NA
5060090030241,"M1",0,76,0.40468564224,NA,NA,"Loam","Average","NO","NO","NO","Slightly sloped","Owned","NO","YES","NO",0,NA,NA,0,"NO",0,0,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,313146.729826807,508.333333333333,256200,504,616.026353757654,81.8146816164093,2,FALSE,TRUE,"YES","YES","IMPROVED","Male",31,4,8000,0,3,"YES","Morogoro",2008,NA
