"y2_hhid","plotnum","hir.lab.days","fam.lab.days","area.est","area.gps","plot.dist","main.crop","soil","soilq","eroscont","erosion","slope","irrigation","ownership","land.title","cultivate","org.fert","org.fert.kg","org.fert.price","pest","pest.type","pest.price","pest.kg","nitrogen.kg","phosphorous.kg","potassium.kg","voucher","plot.value","maize.price","maize.value","output.kg.old","output.kg.new","maize.share","crop.count","beans","cash.crop","total.plot","inter.crop","seed.type","soh","aoh","schl","hh.size","own.sh","rent.sh","plots","plot.missing","region","year"
101014002076101,"M1",0,18,0.20234282112,0.206389859318733,0,11,"Loam","Average","NO","NO","Flat bottom","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,23035.7142857143,383.928571428571,23035.7142857143,60,60,100,1,FALSE,FALSE,"YES","NO","None purchased","Male",69,NA,1,3000,0,3,"YES","Dodoma",2010
101014002076101,"M2",0,81,1.61874256896,1.54185366630554,1.9,11,"Loam","Average","NO","NO","Flat bottom","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,116796.536796537,383.928571428571,46071.4285714285,120,304.214235377026,39.4458858413639,2,FALSE,FALSE,"NO","YES","None purchased","Male",69,NA,1,3000,0,3,"YES","Dodoma",2010
101014002076101,"M3",0,0,1.21405692672,1.2585734128952,2.9,NA,"Loam","Average","NO","NO","Flat bottom","NO","Owned","NO","NO",NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",69,NA,1,3000,0,3,"YES","Dodoma",2010
101014002076201,"M1",0,140,1.21405692672,1.04813671112061,2.8,14,"Loam","Average","NO","NO","Flat bottom","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,533468.614718615,383.928571428571,38392.8571428571,100,1389.49964763918,7.1968352183395,2,FALSE,TRUE,"NO","NO","None purchased","Male",57,NA,5,48000,0,2,"NO","Dodoma",2010
101014002076201,"M2",0,32,0.20234282112,0.0849840566515923,0,14,"Loam","Average","NO","NO","Flat bottom","NO","Owned","NO","YES","YES",100,0,"NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",57,NA,5,48000,0,2,"NO","Dodoma",2010
102003003000401,"M1",0,22,0.40468564224,0.307561367750168,1.7,11,"Loam","Average","YES","YES","Slightly sloped","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,184285.714285714,383.928571428571,184285.714285714,480,480,100,1,FALSE,FALSE,"YES","NO","None purchased","Male",42,1984,2,12000,0,3,"NO","Dodoma",2010
102003003000401,"M2",2,32,0.40468564224,0.526091754436493,2.7,11,"Loam","Average","NO","NO","Flat bottom","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,230357.142857143,383.928571428571,230357.142857143,600,600,100,1,FALSE,FALSE,"YES","NO","None purchased","Male",42,1984,2,12000,0,3,"NO","Dodoma",2010
102003003000401,"M3",0,26,0.40468564224,0.129499509930611,0.4,13,"Loam","Average","NO","NO","Flat bottom","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",42,1984,2,12000,0,3,"NO","Dodoma",2010
102003003002201,"M1",0,161,1.21405692672,0.975293278694153,0,13,"Loam","Average","NO","NO","Slightly sloped","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",48,1983,11,108000,0,3,"NO","Dodoma",2010
102003003002201,"M2",0,325,2.42811385344,1.51757252216339,0.6,13,"Loam","Average","NO","NO","Slightly sloped","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",48,1983,11,108000,0,3,"NO","Dodoma",2010
102003003002201,"M3",70,304,8.0937128448,1.61874401569366,0.5,13,"Loam","Average","NO","NO","Slightly sloped","NO","Owned","NO","YES","NO",0,0,"NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",48,1983,11,108000,0,3,"NO","Dodoma",2010
